index,index,1. open,2. high,3. low,4. close,5. volume,Ticker
234,6/29/2001,23.5,23.5,16.7,18.05,1162800,CIR
235,5/31/2001,17.35,24.1,17.25,23.48,1649000,CIR
236,4/30/2001,14.81,17.4,13.1,17.25,630600,CIR
237,3/30/2001,13.15,15.2,12.9,14.8,1137500,CIR
238,2/28/2001,12.3,13.3,12.2,13.05,172700,CIR
239,1/31/2001,10.06,12.3,10,12.3,233100,CIR
240,12/29/2000,9.875,10.94,9.25,10,374800,CIR
241,11/30/2000,11.06,11.88,9.875,9.875,391000,CIR
242,10/31/2000,10.31,11.5,10,11.06,402800,CIR
243,9/29/2000,9.125,10.5,8.875,10.31,980900,CIR
244,8/31/2000,7.125,9.5,7.125,9.188,324000,CIR
245,7/31/2000,8.063,8.313,7,7,766400,CIR
246,6/30/2000,10.56,11.38,7.5,8.188,482000,CIR
247,5/31/2000,11.44,13.5,11.25,12,390600,CIR
248,4/28/2000,13.31,13.88,11.38,11.44,368000,CIR
249,3/31/2000,13.25,15.25,13.25,13.31,588400,CIR
250,2/29/2000,12.5,14.25,12.5,13.25,403500,CIR
251,1/31/2000,10.25,12.88,9.938,12.13,570100,CIR
252,12/31/1999,10.94,11.19,9.875,10.31,624400,CIR
0,12/14/2020,33.83,43,33.51,41.56,5241581,CKH
1,11/30/2020,30.84,38.56,29.41,33.22,1643129,CKH
2,10/30/2020,29.09,32.72,28.56,30.63,1453146,CKH
3,9/30/2020,31.32,31.9,27.75,29.08,1647803,CKH
4,8/31/2020,28.95,34.2007,28.2,31.61,1350266,CKH
5,7/31/2020,28.44,29.63,25.94,29.08,1621178,CKH
6,6/30/2020,27.02,35.03,25.565,28.32,2731370,CKH
7,5/29/2020,27.57,29.92,22.61,26.8,1830937,CKH
8,4/30/2020,25.81,30.55,23.45,28.26,1989671,CKH
9,3/31/2020,36.76,37.6,22.23,26.96,3559579,CKH
10,2/28/2020,37.5,42.82,34.84,37.3,1504818,CKH
11,1/31/2020,45.23,47.7,37.41,37.59,2013944,CKH
12,12/31/2019,42.23,44.19,40.63,43.15,2769129,CKH
13,11/29/2019,43.4,45.37,39.81,42.34,1755675,CKH
14,10/31/2019,47.53,48.46,42.51,42.91,2239338,CKH
15,9/30/2019,45.99,51.42,45.59,47.07,2200641,CKH
16,8/30/2019,47.71,48.68,43.14,46.97,1540560,CKH
17,7/31/2019,48.16,50.38,46.06,47.64,1761995,CKH
18,6/28/2019,42.03,47.71,41.62,47.51,1422517,CKH
19,5/31/2019,44.68,46.8,41.21,41.61,1251220,CKH
20,4/30/2019,42.92,45.62,41.52,44.54,1250905,CKH
21,3/29/2019,45.07,45.76,39.75,42.28,1890164,CKH
22,2/28/2019,41.47,48.72,41.04,44.66,1205367,CKH
23,1/31/2019,36.32,42.63,36.32,41.39,1189325,CKH
24,12/31/2018,42.28,42.58,34.63,37,1910052,CKH
25,11/30/2018,48.26,51.24,40.09,41.54,1836612,CKH
26,10/31/2018,49.77,50.04,45.2,47.99,2188474,CKH
27,9/28/2018,51.57,51.6,48.25,49.41,2040760,CKH
28,8/31/2018,52.67,53.68,50,51.45,2129654,CKH
29,7/31/2018,56.77,57.95,51.86,52.77,2613198,CKH
30,6/29/2018,52.35,57.9,51.42,57.27,3288458,CKH
31,5/31/2018,54.84,55.72,50.31,52.23,4087335,CKH
32,4/30/2018,51.01,59,50.13,54.84,4223696,CKH
33,3/29/2018,41.36,52.03,41.36,51.1,2754319,CKH
34,2/28/2018,46.4,47.65,40.59,41.51,1833839,CKH
0,12/14/2020,22.72,29.85,22.57,28.05,4722973,CLB
1,11/30/2020,14.72,25.8,14.37,21.97,9291493,CLB
2,10/30/2020,15.05,16.87,13.43,14.45,11911363,CLB
3,9/30/2020,20.66,21.17,15.03,15.26,10100230,CLB
4,8/31/2020,21.53,25.56,20.93,20.93,8554407,CLB
5,7/31/2020,20.4,24.59,19.64,21.33,16856903,CLB
6,6/30/2020,20.2,29.59,18.79,20.32,33981885,CLB
7,5/29/2020,18.7,20.83,16.01,20.22,18910761,CLB
8,4/30/2020,9.97,20.42,9.01,19.61,43262650,CLB
9,3/31/2020,27.19,28.41,6.68,10.34,58918601,CLB
10,2/28/2020,34.95,37.62,25.79,26.84,15363892,CLB
11,1/31/2020,37.48,41.61,34.6,35.13,15686728,CLB
12,12/31/2019,44.09,48.4,36.5,37.67,16227459,CLB
13,11/29/2019,44.66,49.22,43.41,43.8,9822944,CLB
14,10/31/2019,46.94,47.61,40.39,44.04,16697055,CLB
15,9/30/2019,38.64,52.13,38.14,46.62,14745831,CLB
16,8/30/2019,49.6,49.87,36.61,39.59,14491906,CLB
17,7/31/2019,53.63,56.03,47.13,50.17,15758075,CLB
18,6/28/2019,47.86,55.35,47.67,52.28,13600673,CLB
19,5/31/2019,63.19,63.73,46.32,47.64,13651677,CLB
20,4/30/2019,69.31,75.63,63.33,63.39,12067673,CLB
21,3/29/2019,65.53,72.65,63.22,68.93,10938404,CLB
22,2/28/2019,67.44,69.5,63.04,64.81,10477454,CLB
23,1/31/2019,58.47,71.46,57.84,67.46,14380284,CLB
24,12/31/2018,85.51,86,56.72,59.66,13560356,CLB
25,11/30/2018,87.06,89.05,78.44,83.11,11171602,CLB
26,10/31/2018,116.26,122.11,82.07,85.24,14563392,CLB
27,9/28/2018,115.09,117.65,106.16,115.83,6644206,CLB
28,8/31/2018,110.48,117.11,107.54,114.55,6710214,CLB
29,7/31/2018,118.4,122.03,109.78,112.12,12332549,CLB
30,6/29/2018,124.97,129.43,119.33,126.21,7453916,CLB
31,5/31/2018,122.13,130.34,118.76,124.18,7576457,CLB
32,4/30/2018,107.6,125.88,103.55,122.45,9626015,CLB
33,3/29/2018,102.87,110.66,100.84,108.22,9105868,CLB
34,2/28/2018,110.15,118.39,102.37,102.96,9767657,CLB
35,1/31/2018,109.86,121.39,109.56,114.3,8681732,CLB
36,12/29/2017,101.54,110.47,97.76,109.55,9618894,CLB
37,11/30/2017,100.27,105.735,98.5,100.75,14388968,CLB
38,10/31/2017,97.88,100.28,87.66,99.9,12929081,CLB
39,9/29/2017,88.32,99.87,87.63,98.7,10438332,CLB
40,8/31/2017,100.47,102.92,86.55,88.18,11760168,CLB
41,7/31/2017,101.72,109.63,97.53,100.53,25126997,CLB
42,6/30/2017,102.51,109.7131,97.75,101.27,11079270,CLB
43,5/31/2017,110.78,119.567,99.315,102.24,14395788,CLB
44,4/28/2017,115.57,118.5,110.48,110.82,8767424,CLB
45,3/31/2017,115.8,119.98,107.16,115.52,7786750,CLB
46,2/28/2017,118.05,121.247,111.65,114.42,7167522,CLB
47,1/31/2017,121.52,125.83,114.785,116.83,8318257,CLB
48,12/30/2016,113.02,124.84,111.5,120.04,8410544,CLB
49,11/30/2016,97.62,113.91,96.3,111.76,10562070,CLB
50,10/31/2016,112,116.49,96.91,96.97,11269039,CLB
51,9/30/2016,111.2,114.29,102.5,112.33,11957437,CLB
52,8/31/2016,115.64,120.72,111.2,111.78,9827975,CLB
53,7/29/2016,123.53,127.82,114.69,116.81,9558595,CLB
54,6/30/2016,119.72,133.3799,115.18,123.89,9794493,CLB
55,5/31/2016,133.05,133.69,113.12,121.25,12580363,CLB
56,4/29/2016,109.8,135.49,102.2173,133.66,12920176,CLB
57,3/31/2016,106.36,118.87,105.12,112.41,14984362,CLB
58,2/29/2016,97.29,112,91.52,104.94,15832296,CLB
59,1/29/2016,108.93,110.64,84.503,98.4,17532239,CLB
60,12/31/2015,117.88,120.91,105.49,108.74,13475273,CLB
61,11/30/2015,114.64,125.42,110,118.15,9684431,CLB
62,10/30/2015,101,120.67,94.36,116.33,15766789,CLB
63,9/30/2015,112.03,118.78,91.63,99.8,14713668,CLB
64,8/31/2015,108.47,118.03,95.77,115.68,12898777,CLB
65,7/31/2015,113.68,114.5,98.21,109.63,16271194,CLB
66,6/30/2015,118.11,123.75,111.95,114.04,10460628,CLB
67,5/29/2015,131.04,134.87,117.42,117.48,10032299,CLB
68,4/30/2015,104.86,131.97,104.2356,131.28,16462866,CLB
69,3/31/2015,109.3,115.63,94.23,104.49,18134819,CLB
70,2/27/2015,94.19,120.34,94,109.92,18696000,CLB
71,1/30/2015,119.58,119.97,87.27,92.75,23996931,CLB
72,12/31/2014,128,129.27,109.88,120.34,18344820,CLB
73,11/28/2014,139.18,143.15,123.88,128.83,10179816,CLB
74,10/31/2014,146.01,147.11,124.03,139.53,16718439,CLB
75,9/30/2014,158.19,160.67,145.51,146.35,6707743,CLB
76,8/29/2014,146.5,158.09,143.14,157.99,7207000,CLB
77,7/31/2014,167,168.4,146,146.43,9242864,CLB
78,6/30/2014,159.62,167.2,158.06,167.06,10045200,CLB
79,5/30/2014,187.24,194.04,150.5,159.85,14070100,CLB
80,4/30/2014,198.5,221,185.62,187.68,7266800,CLB
81,3/31/2014,186.97,206.4233,184.01,198.44,6486200,CLB
82,2/28/2014,178.81,192.69,174.12,188.05,5499700,CLB
83,1/31/2014,190.55,194.29,172.41,178.92,6563800,CLB
84,12/31/2013,181.95,194.8812,180.34,190.95,3728000,CLB
85,11/29/2013,187,192.53,181.67,182.14,3653700,CLB
86,10/31/2013,169.63,200,168.4301,187.22,7994000,CLB
87,9/30/2013,152,170.86,149.9,169.21,3272600,CLB
88,8/30/2013,149.72,155.5,146.02,151.51,3448300,CLB
89,7/31/2013,153.22,158.29,145.07,149.6,6092300,CLB
90,6/28/2013,137.6,155.32,133.018,151.66,5874500,CLB
91,5/31/2013,142.95,147.96,137.08,137.76,4618600,CLB
92,4/30/2013,138,146.88,124.27,144.78,7116800,CLB
93,3/28/2013,135.23,139.39,132.6401,137.92,4951500,CLB
94,2/28/2013,128.93,139.9099,127.03,137.15,7455400,CLB
95,1/31/2013,111.22,128.94,108.16,127.64,7322800,CLB
96,12/31/2012,103.99,110.84,101.87,109.31,5706400,CLB
97,11/30/2012,103.55,104.5,94.72,103.18,6126400,CLB
98,10/31/2012,121.81,123.51,98.66,103.66,13058400,CLB
99,9/28/2012,122.32,133.19,120.3,121.48,5413600,CLB
100,8/31/2012,111.72,125.45,109.26,122.19,6710844,CLB
101,7/31/2012,115.94,118.11,104.31,111.56,11696400,CLB
102,6/29/2012,125.25,127.64,110.86,115.9,17003600,CLB
103,5/31/2012,137.48,143.21,125.1801,127.9,17103200,CLB
104,4/30/2012,131.57,138.33,127.13,136.98,9003400,CLB
105,3/30/2012,122.16,133.85,119.53,131.57,8207100,CLB
106,2/29/2012,106.41,129.36,104.81,121.66,9316700,CLB
107,1/31/2012,116.71,117.17,105.9,106.23,6874700,CLB
108,12/30/2011,116,120.33,109.9,113.95,6826200,CLB
109,11/30/2011,104.46,116.14,103.395,116.05,9795600,CLB
110,10/31/2011,89.2,113.47,82.7429,108.26,13957300,CLB
111,9/30/2011,111.86,115.04,87.75,89.83,12435000,CLB
112,8/31/2011,110.14,113.56,96.38,111.58,15877700,CLB
113,7/29/2011,111.63,118.5,105,108.68,10557500,CLB
114,6/30/2011,102.23,112.1,99.42,111.54,11081300,CLB
115,5/31/2011,95.97,103.8699,88.94,102.69,10115100,CLB
116,4/29/2011,102.53,105.75,92.68,95.98,8745700,CLB
117,3/31/2011,103.08,104.4,95.55,102.17,7666800,CLB
118,2/28/2011,91.57,104.06,89.98,103.35,7285300,CLB
119,1/31/2011,89.55,91.26,82.95,91.26,6782800,CLB
120,12/31/2010,86.93,92.1,86.59,89.05,5321000,CLB
121,11/30/2010,78.26,86.7,77,85.6,8606300,CLB
122,10/29/2010,88.83,90.2085,77.12,77.77,10852400,CLB
123,9/30/2010,79.61,90.89,79.61,88.04,6677000,CLB
124,8/31/2010,77.49,80.31,75.39,78.93,6836700,CLB
125,7/30/2010,147.38,158.0999,75.11,77.25,9325900,CLB
126,6/30/2010,134.69,158.79,128.72,147.61,7902400,CLB
127,5/28/2010,150.87,152.334,126.01,135.98,5390000,CLB
128,4/30/2010,132.25,153.49,132.17,149.89,4203300,CLB
129,3/31/2010,124.29,133.98,121.84,130.8,4267500,CLB
130,2/26/2010,117.87,126.3,114.75,124.03,4431300,CLB
131,1/29/2010,120,126.52,115.55,116.95,5428900,CLB
132,12/31/2009,107.84,119.34,106,118.12,4185800,CLB
133,11/30/2009,105.37,111.255,103.55,106.25,3315700,CLB
134,10/30/2009,103.53,116.1481,98.58,104.3,5565600,CLB
135,9/30/2009,92.96,104.95,90.19,103.09,3876200,CLB
136,8/31/2009,87.28,96.72,87.06,92.67,5178100,CLB
137,7/31/2009,87.89,89.92,78.1,85.96,7119900,CLB
138,6/30/2009,96.09,98.93,82.5,87.15,5269000,CLB
139,5/29/2009,83.23,96.54,81.78,94.94,4054800,CLB
140,4/30/2009,72.06,86.07,71.275,83.23,7341900,CLB
141,3/31/2009,74.08,77.62,67.64,73.16,9763700,CLB
142,2/27/2009,66.64,77.34,60.75,75.4,9632300,CLB
143,1/30/2009,60.73,73.81,60.49,67.19,7363000,CLB
144,12/31/2008,64.92,64.92,48.5175,59.86,10661900,CLB
145,11/28/2008,74.14,80.59,54.85,66.61,6459500,CLB
146,10/31/2008,99.4,99.4,52.39,73.7,12366800,CLB
147,9/30/2008,121.89,124.18,91.76,101.32,9918700,CLB
148,8/29/2008,130.5,134.8,116.94,124.14,4758700,CLB
149,7/31/2008,142.93,144.21,117.74,129.61,6427700,CLB
150,6/30/2008,136.38,146.47,132.98,142.35,3744400,CLB
151,5/30/2008,124.21,146.11,117.77,136.82,4592300,CLB
152,4/30/2008,119.6,139,117.48,125.28,4684500,CLB
153,3/31/2008,123.338,125.47,108.67,119.3,3893600,CLB
154,2/29/2008,112.01,129.52,104.73,121.6,6207400,CLB
155,1/31/2008,124,129.91,102.08,112.06,7319300,CLB
156,12/31/2007,116,127.05,116,124.72,4206700,CLB
157,11/30/2007,143.6,155.5,114.2,117.25,6950500,CLB
158,10/31/2007,127.39,146.48,116.1,145.94,5599100,CLB
159,9/28/2007,112.01,129.96,108.32,127.39,3695000,CLB
160,8/31/2007,106.21,115.87,96.58,112.1,6652300,CLB
161,7/31/2007,102.57,108.87,98.86,107.63,5356700,CLB
162,6/29/2007,92,103.88,88.56,101.69,4697900,CLB
163,5/31/2007,91.04,96.75,87.76,91.93,6168800,CLB
164,4/30/2007,83.83,94.62,82.23,90.92,7427300,CLB
165,3/30/2007,77,85.94,74.56,83.83,4338700,CLB
166,2/28/2007,83,84.58,75.57,78.88,6388300,CLB
167,1/31/2007,81,83.79,73.22,82.4,7754000,CLB
168,12/29/2006,88.47,92.76,79.56,81,5080800,CLB
169,11/30/2006,72.5,90,69.4,88.46,8966100,CLB
170,10/31/2006,63.81,74,55.6,72.89,8390300,CLB
171,9/29/2006,73.62,80.48,56.58,63.8,8041900,CLB
172,8/31/2006,72.75,76.8008,66,73.37,5681200,CLB
173,7/31/2006,61.24,73.73,55.14,73,6020100,CLB
174,6/30/2006,56.5,62.7,47.8,61.04,4754900,CLB
175,5/31/2006,61.75,68.74,54.32,56.5,6166100,CLB
176,4/28/2006,48.6,62.02,48.6,61.25,3249600,CLB
177,3/31/2006,46.271,48.41,42.03,47.55,4903100,CLB
178,2/28/2006,44.64,46.41,39.55,45.85,3501700,CLB
179,1/31/2006,37.33,45.73,37.31,44.58,3166300,CLB
180,12/30/2005,36.75,39.84,36.09,37.36,1695500,CLB
181,11/30/2005,32.15,36.95,32.1,36.5,4045300,CLB
182,10/31/2005,32.7,33.25,27.68,32.21,3746200,CLB
183,9/30/2005,32.05,33.2,29.8,32.26,2282600,CLB
184,8/31/2005,32,33.4,29.05,31.83,2549700,CLB
185,7/29/2005,27.05,32.6,26.55,32.2,2166600,CLB
186,6/30/2005,25.14,27.45,25.14,26.82,2452000,CLB
187,5/31/2005,23.8,26,22.778,25.1,3019800,CLB
188,4/29/2005,25.67,27.42,22.97,23.6,2822500,CLB
189,3/31/2005,26.93,27.56,24.2,25.67,3115100,CLB
190,2/28/2005,21.59,27.59,21.43,26.89,3550100,CLB
191,1/31/2005,23.27,23.34,21.43,21.59,1977000,CLB
192,12/31/2004,23.5,24.2,21.8,23.35,1652700,CLB
193,11/30/2004,24.81,24.84,22.8,23.55,2458400,CLB
194,10/29/2004,24.6,25.81,23.04,24.8,2372800,CLB
195,9/30/2004,22,24.86,21.97,24.59,2372700,CLB
196,8/31/2004,21.8,22.69,19.61,21.87,2715200,CLB
197,7/30/2004,23,24.5,21.688,22,3192800,CLB
198,6/30/2004,20.97,24,20.05,23,2736500,CLB
199,5/28/2004,22.99,23.35,19.65,20.95,4220000,CLB
200,4/30/2004,21.28,24.68,20.64,22.74,4053600,CLB
201,3/31/2004,19.75,21.9,19.59,21.2,5016500,CLB
202,2/27/2004,16.1,19.93,15.9,19.65,1965500,CLB
203,1/30/2004,16.75,17.05,15.73,16.05,1375500,CLB
204,12/31/2003,14.8,17.25,14.8,16.69,2206700,CLB
205,11/28/2003,15,15.49,14.12,14.9,882700,CLB
206,10/31/2003,14,15.59,13.95,15.31,1625000,CLB
207,9/30/2003,13.42,14.72,13.09,14.05,1892700,CLB
208,8/29/2003,12.9,13.6,12.4,13.35,2139300,CLB
209,7/31/2003,10.75,12.94,10.74,12.9,3106600,CLB
210,6/30/2003,11.1,11.91,10.31,10.8,2372700,CLB
211,5/30/2003,9.98,12.1,9.75,11.2,1488300,CLB
212,4/30/2003,9.98,10.44,8.81,10,2922600,CLB
213,3/31/2003,10.9,10.91,8.7,10.4,3384800,CLB
214,2/28/2003,12.31,13.44,10.7,10.9,2156300,CLB
215,1/31/2003,11.25,12.47,10.8,12.3,1540400,CLB
216,12/31/2002,10.6,11.9,10.25,11.35,2164400,CLB
217,11/29/2002,9.4,11.05,9.05,10.65,1485000,CLB
218,10/31/2002,9.28,9.9,7.9,9.43,2710600,CLB
219,9/30/2002,10.1,10.45,9.12,9.37,2204100,CLB
220,8/30/2002,9.55,10.21,8.59,10.16,2396000,CLB
221,7/31/2002,12.05,12.19,8.5,9.52,4284700,CLB
222,6/28/2002,14.05,14.05,11.12,12.02,2195900,CLB
223,5/31/2002,15.1,15.51,13,14.05,2644200,CLB
224,4/30/2002,14.97,15.85,13.95,15,2933000,CLB
225,3/28/2002,12.28,15.3,12.12,14.76,2444900,CLB
226,2/28/2002,12.14,12.85,10.45,12.25,2819500,CLB
227,1/31/2002,14.02,14.9,11.3,12.1,3351300,CLB
228,12/31/2001,15.2,16.46,12.01,14.02,3698700,CLB
229,11/30/2001,16.3,17.24,14.5,15.6,1818900,CLB
230,10/31/2001,12.86,17.65,11.25,16.3,2902800,CLB
231,9/28/2001,16.75,16.76,9.9,12.86,2716700,CLB
232,8/31/2001,19.53,19.99,15.6,16.75,2622800,CLB
233,7/31/2001,19,20.3,15.51,19.52,2791400,CLB
234,6/29/2001,25,26.14,18.6,18.75,2451500,CLB
235,5/31/2001,24,25.9,22.5,24.8,2630800,CLB
236,4/30/2001,19.2,24.14,15.85,23.88,2800800,CLB
237,3/30/2001,23.95,24.75,18.05,18.77,2257100,CLB
238,2/28/2001,21.25,24.35,21,23.89,1969900,CLB
239,1/31/2001,27.19,27.63,20.13,21.23,2204400,CLB
240,12/29/2000,20,28.56,18.44,27.31,2464100,CLB
241,11/30/2000,21.56,23.5,18.94,19.88,2519400,CLB
242,10/31/2000,24.81,25,20.63,21.56,2147700,CLB
243,9/29/2000,19.38,24.56,19.25,24.56,3861300,CLB
244,8/31/2000,19.88,20.81,18,19.25,5260600,CLB
245,7/31/2000,29.13,29.75,15.69,19.94,11763900,CLB
246,6/30/2000,26.63,31.38,26.31,29.06,4067900,CLB
247,5/31/2000,28.13,28.25,23,26.81,3287400,CLB
248,4/28/2000,28.88,31.38,26.25,28.38,5066600,CLB
249,3/31/2000,21.19,29.13,21.13,29.06,6867400,CLB
250,2/29/2000,20.63,22,18.5,21.19,4352900,CLB
251,1/31/2000,19.75,21.88,18.5,20.56,4561300,CLB
252,12/31/1999,20.94,21.94,17.06,20,4831200,CLB
0,12/14/2020,11.38,12.085,10.764,11.5,2762661,CLDT
1,11/30/2020,7.5,11.72,7.3,11.01,8014086,CLDT
2,10/30/2020,7.65,8.14,6.86,7.35,6173642,CLDT
3,9/30/2020,6.88,8.45,6.5924,7.62,11923251,CLDT
4,8/31/2020,5.32,7.58,5.0201,6.92,10108115,CLDT
5,7/31/2020,6.15,6.51,5.04,5.21,8813362,CLDT
6,6/30/2020,6.75,9.7,5.58,6.12,19292575,CLDT
7,5/29/2020,7.15,7.66,4.585,6.75,14759237,CLDT
8,4/30/2020,5.56,8.5435,4.41,7.51,12486272,CLDT
9,3/31/2020,13.95,14.96,3.44,5.94,12943196,CLDT
10,2/28/2020,16.37,17.49,13.76,13.94,5759484,CLDT
11,1/31/2020,18.38,18.38,16.155,16.35,5219185,CLDT
12,12/31/2019,18.36,18.54,18.0401,18.34,4552817,CLDT
13,11/29/2019,18.08,18.63,17.51,18.3,3843194,CLDT
14,10/31/2019,18.23,18.34,17.33,18.05,4978127,CLDT
15,9/30/2019,16.48,18.49,16.3907,18.15,4879372,CLDT
16,8/30/2019,17.9,17.9,16.29,16.59,5523569,CLDT
17,7/31/2019,19.03,19.03,17.81,17.86,5102123,CLDT
18,6/28/2019,19.07,19.81,18.54,18.87,4921102,CLDT
19,5/31/2019,19.86,20.66,18.81,19.04,4340701,CLDT
20,4/30/2019,19.28,20.24,18.93,19.69,4103321,CLDT
21,3/29/2019,20.03,20.1,18.42,19.24,5884125,CLDT
22,2/28/2019,20.25,21.74,19.83,19.98,4766214,CLDT
23,1/31/2019,17.42,20.34,17.29,20.21,5402219,CLDT
24,12/31/2018,20.1,20.1,17.34,17.68,6332043,CLDT
25,11/30/2018,19.62,20.55,19.44,19.99,4343890,CLDT
26,10/31/2018,20.9,20.9,18.92,19.5,5465920,CLDT
27,9/28/2018,21.42,21.51,20.35,20.89,4181164,CLDT
28,8/31/2018,21.41,22.03,20.61,21.45,5729919,CLDT
29,7/31/2018,21.2,22.18,20.82,21.54,4853506,CLDT
30,6/29/2018,20.83,21.26,19.99,21.22,5304336,CLDT
31,5/31/2018,19.25,21.0671,18.14,20.79,5893068,CLDT
32,4/30/2018,19.13,19.88,18.75,19.05,6336095,CLDT
33,3/29/2018,18.05,19.92,17.9,19.15,8127769,CLDT
34,2/28/2018,22.33,22.53,18.055,18.19,7453743,CLDT
35,1/31/2018,22.79,23.51,22.15,22.4,6677964,CLDT
36,12/29/2017,22.69,23.91,22.26,22.76,10311593,CLDT
37,11/30/2017,21.83,23.27,21.83,22.69,11288953,CLDT
38,10/31/2017,21.33,22.36,21.07,21.75,5491671,CLDT
39,9/29/2017,20.28,21.45,19.96,21.32,6734247,CLDT
40,8/31/2017,20.22,20.73,19.54,20.28,7647767,CLDT
41,7/31/2017,20.15,20.88,19.67,20.68,4631747,CLDT
42,6/30/2017,19.83,20.63,19.45,20.09,13286538,CLDT
43,5/31/2017,19.4,20,18.66,19.85,6516218,CLDT
44,4/28/2017,19.76,20.34,19.1,19.36,4863594,CLDT
45,3/31/2017,20.15,20.43,18.71,19.75,5899855,CLDT
46,2/28/2017,20.2,21.29,19.891,20.03,4285063,CLDT
47,1/31/2017,20.75,21.49,19.89,20.14,4851060,CLDT
48,12/30/2016,19.13,21.55,18.98,20.55,6669018,CLDT
49,11/30/2016,17.7,20.18,16.45,19.16,5186279,CLDT
50,10/31/2016,19.22,19.49,17.41,17.7,4388875,CLDT
51,9/30/2016,20.61,20.9699,18.95,19.25,4297197,CLDT
52,8/31/2016,23.88,24.19,20.7,20.73,5026840,CLDT
53,7/29/2016,22.03,24.8,21.8,23.98,3852619,CLDT
54,6/30/2016,21.73,22.342,20.7,21.98,5766250,CLDT
55,5/31/2016,21.4,22.98,20.355,21.69,3647211,CLDT
56,4/29/2016,21.26,21.899,19.52,21.31,3451017,CLDT
57,3/31/2016,20.32,21.98,20.13,21.43,4175473,CLDT
58,2/29/2016,18.75,21.22,18.05,20.06,3995190,CLDT
59,1/29/2016,20.25,20.31,16.12,18.86,4477330,CLDT
60,12/31/2015,22.97,23.26,20.2882,20.48,3551458,CLDT
61,11/30/2015,22.99,23.76,21.47,22.79,3154796,CLDT
62,10/30/2015,21.52,24.4,21.38,22.89,4114446,CLDT
63,9/30/2015,22.66,23.59,20.84,21.48,5740452,CLDT
64,8/31/2015,27.11,27.27,22.16,22.95,5710942,CLDT
65,7/31/2015,26.59,28.85,26.4714,27.02,3116353,CLDT
66,6/30/2015,28.07,28.615,26.42,26.47,4710386,CLDT
67,5/29/2015,27.68,28.7,26.8989,27.94,4095325,CLDT
68,4/30/2015,29.25,30.15,27.45,27.64,4116017,CLDT
69,3/31/2015,29.02,31.23,28,29.41,6356612,CLDT
70,2/27/2015,30.7,31.04,28.5705,29.02,6442066,CLDT
71,1/30/2015,29.07,31.6,28.96,31.13,10308827,CLDT
72,12/31/2014,26.85,29.8,26.77,28.97,7765443,CLDT
73,11/28/2014,25.7,27.24,25.44,26.76,6093539,CLDT
74,10/31/2014,23.09,26.98,22.45,25.62,9072763,CLDT
75,9/30/2014,23.17,23.47,21.92,23.08,9984271,CLDT
76,8/29/2014,21.24,23.5,20.8,23.12,4719900,CLDT
77,7/31/2014,22.04,22.29,20.61,21.17,4321969,CLDT
78,6/30/2014,22.56,23.29,21.86,21.9,4303600,CLDT
79,5/30/2014,20.27,23,20.05,22.5,8896200,CLDT
80,4/30/2014,20.32,21.23,20.12,20.33,2163600,CLDT
81,3/31/2014,20.79,21.5,20.01,20.22,2495600,CLDT
82,2/28/2014,20.92,21.16,19.84,20.87,1693300,CLDT
83,1/31/2014,20.44,21.47,19.66,20.91,2332600,CLDT
84,12/31/2013,20.53,20.899,18.9901,20.45,3304700,CLDT
85,11/29/2013,18.82,21.475,18.57,20.59,5763700,CLDT
86,10/31/2013,17.8,19.82,17.6,18.86,6166100,CLDT
87,9/30/2013,18.32,19.97,17.76,17.86,4691100,CLDT
88,8/30/2013,17.62,18.66,17.221,18.1,2014300,CLDT
89,7/31/2013,17.36,19.36,16.9,17.46,2210900,CLDT
90,6/28/2013,18.47,19.02,16.13,17.18,4303300,CLDT
91,5/31/2013,18.31,19.94,18,18.55,2160100,CLDT
92,4/30/2013,17.64,18.56,17.24,18.31,2014700,CLDT
93,3/28/2013,16.34,17.68,16.16,17.61,1417200,CLDT
94,2/28/2013,15.85,16.86,15.63,16.46,3268800,CLDT
95,1/31/2013,15.31,16.08,14.6,15.75,5122500,CLDT
96,12/31/2012,14.24,15.44,14.07,15.38,1556200,CLDT
97,11/30/2012,12.91,14.18,12.86,14.12,678100,CLDT
98,10/31/2012,14,14.15,12.74,12.95,599500,CLDT
99,9/28/2012,14.06,14.6095,13.84,13.88,647200,CLDT
100,8/31/2012,13.8,14.3,12.91,14.01,845300,CLDT
101,7/31/2012,14.37,14.9999,13.57,13.75,680640,CLDT
102,6/29/2012,12.75,14.5,12.6,14.28,1324000,CLDT
103,5/31/2012,12.95,13.5,12.75,12.98,1023100,CLDT
104,4/30/2012,12.72,13.19,11.51,13,925500,CLDT
105,3/30/2012,12.08,13.67,12.01,12.69,826300,CLDT
106,2/29/2012,12.42,13.66,11.94,12.06,902000,CLDT
107,1/31/2012,11.05,12.5,10.75,12.37,443000,CLDT
108,12/30/2011,10.71,11.59,9.91,10.78,790700,CLDT
109,11/30/2011,10.89,11.59,9.56,10.71,802800,CLDT
110,10/31/2011,9.85,11.765,8.82,11.25,1127500,CLDT
111,9/30/2011,10.07,10.94,9.2,9.92,1379700,CLDT
112,8/31/2011,15.65,15.65,9.38,10.06,2405800,CLDT
113,7/29/2011,16.11,16.51,15.1708,15.56,1248700,CLDT
114,6/30/2011,16.35,16.39,15.36,16.11,1435800,CLDT
115,5/31/2011,16.16,17.29,15.5,16.39,1737800,CLDT
