Ticker,pct change,Industry,Sector,Full Time Emp,Year
WRE,22.82043438360354,Real Estate,REIT-Office,125,2016
REX,45.89367088607595,Energy,Oil & Gas Refining & Marketing,128,2016
WRLD,54.97822028624767,Financial Services,Credit Services,3744,2016
POWI,30.537951363301392,Technology,Semiconductors,699,2016
AHH,26.080988332189435,Real Estate,REIT-Diversified,169,2016
FOE,35.170969993021636,Basic Materials,Specialty Chemicals,5922,2016
AEL,19.29902395740904,Financial Services,Insurance-Life,608,2016
RLGY,-27.477652545666526,Real Estate,Real Estate Services,10150,2016
WGO,44.360189573459714,Consumer Cyclical,Recreational Vehicles,5505,2016
PLCE,35.51263001485885,Consumer Cyclical,Apparel Retail,3900,2016
EXTR,45.12922465208748,Technology,Communication Equipment,2584,2016
FF,9.92805755395684,Basic Materials,Chemicals,538,2016
ADTN,18.747203579418347,Technology,Communication Equipment,1790,2016
ZEUS,61.452744531572435,Basic Materials,Steel,1551,2016
AGYS,4.440154440154432,Technology,Software-Application,1275,2016
FOSL,-26.063418406805887,Consumer Cyclical,Luxury Goods,10200,2016
AJRD,8.356545961002785,Industrials,Aerospace & Defense,4814,2016
AKR,-4.345165238678097,Real Estate,REIT-Retail,118,2016
GCI,-8.317698561601002,Communication Services,Publishing,21255,2016
ENVA,55.61752988047809,Financial Services,Credit Services,1325,2016
LPG,-28.867235079171728,Energy,Oil & Gas Midstream,585,2016
PRFT,-8.919382504288178,Technology,Information Technology Services,3454,2016
FIX,14.89489489489489,Industrials,Engineering & Construction,12000,2016
PLXS,35.32568467801628,Technology,Electronic Components,19500,2016
ENDP,-236.79417122040073,Healthcare,Drug Manufacturers-Specialty & Generic,3172,2016
XPER,34.79638009049774,Technology,Semiconductor Equipment & Materials,1900,2016
RGS,-2.892561983471074,Consumer Cyclical,Personal Services,7000,2016
PRSC,-16.688567674113013,Healthcare,Medical Care Facilities,3800,2016
PRK,26.36637138559251,Financial Services,Banks-Regional,1907,2016
FDP,32.690087415470884,Consumer Defensive,Farm Products,38000,2016
FSP,24.691358024691365,Real Estate,REIT-Office,37,2016
FORR,25.564610011641452,Industrials,Consulting Services,1823,2016
RNST,24.798673614400755,Financial Services,Banks-Regional,2527,2016
FBC,30.772086117297707,Financial Services,Banks-Regional,4871,2016
FRGI,-21.943048576214395,Consumer Cyclical,Restaurants,10480,2016
EXPO,14.908789386401319,Industrials,Consulting Services,901,2016
SIG,-23.063865902821977,Consumer Cyclical,Luxury Goods,26126,2016
FIZZ,19.068128425998424,Consumer Defensive,Beverages-Non-Alcoholic,1550,2016
CENX,44.859813084112155,Basic Materials,Aluminum,2079,2016
PFBC,38.00076306753148,Financial Services,Banks-Regional,279,2016
AMCX,-39.07145586549484,Communication Services,Broadcasting,2114,2016
AMWD,8.305647840531561,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9900,2016
CPE,55.43266102797658,Energy,Oil & Gas E&P,475,2016
UIHC,-2.5759577278731753,Financial Services,Insurance-Property & Casualty,363,2016
SWN,17.837338262476894,Energy,Oil & Gas E&P,923,2016
ZUMZ,17.116704805492,Consumer Cyclical,Apparel Retail,2575,2016
MLI,36.311311311311314,Industrials,Metal Fabrication,4964,2016
AXL,33.575129533678755,Consumer Cyclical,Auto Parts,20000,2016
CENTA,55.275080906148865,Consumer Defensive,Packaged Foods,5600,2016
PBI,-28.900592495062533,Industrials,Business Equipment & Supplies,11000,2016
DLX,21.938276776986456,Communication Services,Advertising Agencies,6388,2016
MHO,28.83240667196187,Consumer Cyclical,Residential Construction,1401,2016
VRTV,42.604651162790695,Industrials,Business Equipment & Supplies,8000,2016
AZZ,19.43661971830986,Industrials,Electrical Equipment & Parts,4343,2016
SAFT,23.44640434192673,Financial Services,Insurance-Property & Casualty,609,2016
NYMT,26.666666666666668,Real Estate,REIT-Mortgage,55,2016
UVV,14.149019607843142,Consumer Defensive,Tobacco,24000,2016
SM,59.45475638051043,Energy,Oil & Gas E&P,530,2016
HLX,54.30839002267574,Energy,Oil & Gas Equipment & Services,1650,2016
SXC,66.66666666666667,Basic Materials,Coking Coal,1171,2016
NBR,55.1219512195122,Energy,Oil & Gas Drilling,14000,2016
LDL,54.324979789814066,Industrials,Specialty Industrial Machinery,3250,2016
GLUU,-13.917525773195877,Communication Services,Electronic Gaming & Multimedia,715,2016
CENT,59.23239649440919,Consumer Defensive,Packaged Foods,5600,2016
IBP,49.56416464891041,Industrials,Building Products & Equipment,8500,2016
ABM,26.469147894221358,Industrials,Specialty Business Services,140000,2016
CEVA,30.998509687034275,Technology,Semiconductors,382,2016
ARI,4.33212996389892,Real Estate,REIT-Mortgage,0,2016
SCSC,22.23048327137547,Technology,Electronics & Computer Distribution,2200,2016
OFG,57.099236641221374,Financial Services,Banks-Regional,2405,2016
VIVO,-8.75706214689266,Healthcare,Diagnostics & Research,0,2016
CHCT,19.583152409900137,Real Estate,REIT-Healthcare Facilities,25,2016
CWT,25.9882005899705,Utilities,Utilities-Regulated Water,1224,2016
DIN,-10.285714285714288,Consumer Cyclical,Restaurants,558,2016
STMP,18.168338421282172,Technology,Software-Application,1313,2016
ONTO,43.615323224261765,Technology,Semiconductors,1340,2016
LCII,46.72853828306265,Consumer Cyclical,Recreational Vehicles,10500,2016
AWR,0.35118525021949887,Utilities,Utilities-Regulated Water,841,2016
CHCO,34.230769230769226,Financial Services,Banks-Regional,921,2016
SMP,29.894776399849675,Consumer Cyclical,Auto Parts,4200,2016
DIOD,25.477210751850414,Technology,Semiconductors,6605,2016
GME,-3.7608867775138526,Consumer Cyclical,Specialty Retail,14000,2016
CFFN,25.45565006075335,Financial Services,Banks-Regional,668,2016
CORT,49.72451790633608,Healthcare,Biotechnology,206,2016
SUPN,55.08910891089109,Healthcare,Drug Manufacturers-Specialty & Generic,464,2016
HWKN,30.54680259499537,Basic Materials,Specialty Chemicals,656,2016
AAT,13.207985143918286,Real Estate,REIT-Diversified,199,2016
UIS,34.314381270903006,Technology,Information Technology Services,20800,2016
HMN,28.22429906542056,Financial Services,Insurance-Property & Casualty,1538,2016
SWM,7.753129804524492,Basic Materials,Paper & Paper Products,3400,2016
SAH,25.240174672489076,Consumer Cyclical,Auto & Truck Dealerships,9300,2016
GVA,29.76363636363636,Industrials,Engineering & Construction,7000,2016
HZO,12.609819121447034,Consumer Cyclical,Specialty Retail,1736,2016
NBHC,38.256506741925364,Financial Services,Banks-Regional,1229,2016
ODP,-13.938053097345152,Consumer Cyclical,Specialty Retail,40000,2016
RYAM,54.72186287192756,Basic Materials,Chemicals,4000,2016
CHEF,16.77215189873418,Consumer Defensive,Food Distribution,2447,2016
CVGW,15.716612377850161,Consumer Defensive,Packaged Foods,3657,2016
NXRT,46.73231871083259,Real Estate,REIT-Residential,3,2016
RWT,29.19132149901381,Real Estate,REIT-Mortgage,372,2016
CNSL,25.363128491620117,Communication Services,Telecom Services,3400,2016
OSIS,27.982133473462955,Technology,Electronic Components,6758,2016
IIIN,31.22895622895623,Industrials,Metal Fabrication,881,2016
APOG,25.728155339805824,Industrials,Building Products & Equipment,7200,2016
ANDE,34.42953020134229,Consumer Defensive,Food Distribution,2247,2016
BANC,12.96829971181557,Financial Services,Banks-Regional,600,2016
PBF,-25.50215208034434,Energy,Oil & Gas Refining & Marketing,3442,2016
TBK,45.96558317399617,Financial Services,Banks-Regional,1122,2016
DRH,28.013876843018203,Real Estate,REIT-Hotel & Motel,31,2016
TG,45.291666666666664,Basic Materials,Specialty Chemicals,3000,2016
CATO,-34.07579787234043,Consumer Cyclical,Apparel Retail,10060,2016
CBB,85.50335570469798,Communication Services,Telecom Services,4400,2016
HLIT,34.0,Technology,Communication Equipment,1162,2016
CATM,43.54040681693238,Industrials,Business Equipment & Supplies,1987,2016
CVCO,16.01402103154732,Consumer Cyclical,Residential Construction,5000,2016
VTOL,45.90453741897466,Energy,Oil & Gas Equipment & Services,0,2016
BANF,39.88178398710371,Financial Services,Banks-Regional,1948,2016
GKOS,52.4198250728863,Healthcare,Medical Instruments & Supplies,600,2016
NX,8.81773399014778,Industrials,Building Products & Equipment,3767,2016
MGPI,55.22208883553421,Consumer Defensive,Packaged Foods,341,2016
TGI,3.7735849056603774,Industrials,Aerospace & Defense,9989,2016
RUTH,11.20218579234973,Consumer Cyclical,Restaurants,5740,2016
CASH,57.8620019436346,Financial Services,Banks-Regional,1015,2016
VBTX,46.01272931486335,Financial Services,Banks-Regional,676,2016
BANR,25.64056620677298,Financial Services,Banks-Regional,2198,2016
UFPI,32.57976120571541,Basic Materials,Lumber & Wood Production,12000,2016
CPRI,7.166123778501625,Consumer Cyclical,Apparel Manufacturing,10834,2016
JOE,16.26315789473684,Real Estate,Real Estate-Diversified,55,2016
GLT,38.2168271243198,Basic Materials,Paper & Paper Products,2557,2016
CPF,33.3227243793762,Financial Services,Banks-Regional,789,2016
ARCB,25.750452079565996,Industrials,Trucking,13000,2016
CCS,29.571428571428577,Consumer Cyclical,Residential Construction,1460,2016
DNOW,33.756717147044455,Energy,Oil & Gas Equipment & Services,2600,2016
SYKE,-2.0097020097020164,Technology,Information Technology Services,54900,2016
JRVR,18.363417569193732,Financial Services,Insurance-Specialty,800,2016
OPI,27.98321531602413,Real Estate,REIT-Office,0,2016
IBTX,52.067307692307686,Financial Services,Banks-Regional,1469,2016
CCRN,7.751441383728373,Industrials,Staffing & Employment Services,1700,2016
DORM,40.733643580618676,Consumer Cyclical,Auto Parts,2732,2016
AAOI,30.162116040955635,Technology,Semiconductors,3115,2016
KN,18.611609814482353,Technology,Communication Equipment,8500,2016
UHT,22.503430400975766,Real Estate,REIT-Healthcare Facilities,0,2016
CCOI,19.2019347037485,Communication Services,Telecom Services,1110,2016
MTH,5.1436781609195386,Consumer Cyclical,Residential Construction,1510,2016
SLP,-15.129533678756465,Healthcare,Health Information Services,129,2016
TBI,7.342799188640969,Industrials,Staffing & Employment Services,6200,2016
SCVL,14.047442550037061,Consumer Cyclical,Apparel Retail,2200,2016
B,31.44242935470266,Industrials,Specialty Industrial Machinery,5749,2016
NXGN,0.3041825095057104,Healthcare,Health Information Services,2754,2016
VSTO,-30.650406504065046,Consumer Cyclical,Leisure,4400,2016
CPK,5.944734876773718,Utilities,Utilities-Regulated Gas,955,2016
SLCA,67.09597741707833,Energy,Oil & Gas Equipment & Services,2177,2016
CBU,39.08399417381453,Financial Services,Banks-Regional,2752,2016
MTRN,38.15656565656566,Basic Materials,Other Industrial Metals & Mining,2600,2016
ABTX,48.68603042876901,Financial Services,Banks-Regional,598,2016
PFS,30.600706713780916,Financial Services,Banks-Regional,968,2016
SXI,17.79169038133181,Industrials,Specialty Industrial Machinery,3800,2016
MXL,29.44954128440367,Technology,Semiconductors,697,2016
SAIA,51.5515288788222,Industrials,Trucking,10400,2016
VRTU,-78.02547770700636,Technology,Information Technology Services,22883,2016
SBSI,40.191133528006375,Financial Services,Banks-Regional,845,2016
HSII,-9.151138716356112,Industrials,Staffing & Employment Services,1746,2016
ATI,41.11738857501569,Industrials,Metal Fabrication,8100,2016
XHR,24.665293511843466,Real Estate,REIT-Hotel & Motel,48,2016
CLW,40.25934401220443,Basic Materials,Paper & Paper Products,3290,2016
MCRI,19.705197827773475,Consumer Cyclical,Resorts & Casinos,2300,2016
CLI,28.35975189524466,Real Estate,REIT-Office,283,2016
CYTK,36.62551440329218,Healthcare,Biotechnology,156,2016
DBI,-6.004415011037541,Consumer Cyclical,Apparel Retail,15800,2016
MTOR,45.00805152979066,Consumer Cyclical,Auto Parts,8600,2016
SRDX,21.456692913385826,Healthcare,Diagnostics & Research,370,2016
COHU,12.877697841726626,Technology,Semiconductor Equipment & Materials,3200,2016
UNIT,24.39984258166076,Real Estate,REIT-Specialty,899,2016
MYGN,-133.77324535092978,Healthcare,Diagnostics & Research,2700,2016
CLF,80.85612366230677,Basic Materials,Steel,2372,2016
COKE,1.649426894045283,Consumer Defensive,Beverages-Non-Alcoholic,14800,2016
