,Ticker,pct change,Industry,Sector,FullTimeEmployees
156,MLI,18.393700787401574,Industrials,Metal Fabrication,4964
157,IIPR,18.386714116251486,Real Estate,REIT-Industrial,14
158,BCPC,18.31152218833022,Basic Materials,Specialty Chemicals,1341
159,AHH,18.147138964577668,Real Estate,REIT-Diversified,169
160,LNTH,17.99122379327158,Healthcare,Diagnostics & Research,508
161,OFG,17.916137229987296,Financial Services,Banks-Regional,2405
162,MATX,17.86764705882353,Industrials,Marine Shipping,1988
163,VGR,17.84914115011203,Consumer Defensive,Tobacco,1418
164,CUBI,17.38765224695505,Financial Services,Banks-Regional,881
165,DXPE,17.332328560663164,Industrials,Industrial Distribution,2747
166,AGO,17.258261933904528,Financial Services,Insurance-Specialty,441
167,EXLS,17.21854304635761,Technology,Information Technology Services,31700
168,KLIC,17.16911764705882,Technology,Semiconductor Equipment & Materials,2544
169,CCRN,17.125645438898438,Industrials,Staffing & Employment Services,1700
170,BHLB,17.122871046228717,Financial Services,Banks-Regional,1507
171,NXRT,16.866666666666674,Real Estate,REIT-Residential,3
172,MGLN,16.728434504792336,Healthcare,Healthcare Plans,10100
173,UCBI,16.709844559585495,Financial Services,Banks-Regional,2414
174,FELE,16.64340544312631,Industrials,Specialty Industrial Machinery,5500
175,BLMN,16.492976891708203,Consumer Cyclical,Restaurants,94000
176,ECPG,16.459276018099548,Financial Services,Mortgage Finance,7300
177,AIR,16.452328159645234,Industrials,Aerospace & Defense,4200
178,FBK,16.44354635008842,Financial Services,Banks-Regional,1377
179,FWRD,16.325947105075056,Industrials,Integrated Freight & Logistics,4640
180,ONTO,16.28352490421456,Technology,Semiconductors,1340
181,JJSF,16.237043468822932,Consumer Defensive,Packaged Foods,4100
182,LGIH,16.065109695682956,Consumer Cyclical,Residential Construction,953
183,CHEF,15.7176594069798,Consumer Defensive,Food Distribution,2447
184,VICR,15.689212328767118,Technology,Electronic Components,993
185,NFBK,15.625,Financial Services,Banks-Regional,357
186,TTEC,15.623422513881874,Technology,Information Technology Services,56200
187,FARO,15.551142005958289,Technology,Scientific & Technical Instruments,1818
188,CBU,15.49196504087961,Financial Services,Banks-Regional,2752
189,LCI,15.41950113378685,Healthcare,Drug Manufacturers-Specialty & Generic,954
190,UFI,15.320665083135395,Consumer Cyclical,Textile Manufacturing,2560
191,BANC,15.133876600698484,Financial Services,Banks-Regional,600
192,NWN,15.095619150956194,Utilities,Utilities-Regulated Gas,1200
193,CVCO,14.888934384276798,Consumer Cyclical,Residential Construction,5000
194,KRG,14.848950332821312,Real Estate,REIT-Retail,133
195,OSPN,14.778037383177574,Technology,Software-Application,789
196,CATO,14.6551724137931,Consumer Cyclical,Apparel Retail,10060
197,USCR,14.54632741238597,Basic Materials,Building Materials,3173
198,CCS,14.223034734917734,Consumer Cyclical,Residential Construction,1460
199,SCL,14.164388910581795,Basic Materials,Specialty Chemicals,2284
200,BANF,14.029468289557972,Financial Services,Banks-Regional,1948
201,UBA,13.768115942028977,Real Estate,REIT-Retail,105
202,PSMT,13.756688256829058,Consumer Defensive,Discount Stores,9500
203,MDC,13.705450733752613,Consumer Cyclical,Residential Construction,1656
204,PIPR,13.647735801851384,Financial Services,Capital Markets,1510
205,AJRD,13.556723609286022,Industrials,Aerospace & Defense,4814
206,ACLS,13.55052915542644,Technology,Semiconductor Equipment & Materials,960
207,NSA,13.444378346222477,Real Estate,REIT-Industrial,459
208,FSP,13.3177570093458,Real Estate,REIT-Office,37
209,HUBG,13.218951062585301,Industrials,Integrated Freight & Logistics,5000
210,XHR,13.142063859324388,Real Estate,REIT-Hotel & Motel,48
211,WRE,13.125428375599721,Real Estate,REIT-Office,125
212,AVA,12.97567061759202,Utilities,Utilities-Diversified,1920
213,RPT,12.96542553191489,Real Estate,REIT-Retail,104
214,ANIP,12.858764391113993,Healthcare,Drug Manufacturers-Specialty & Generic,338
215,GES,12.823949955317238,Consumer Cyclical,Apparel Retail,15800
216,PRGS,12.803850782190136,Technology,Software-Application,1538
217,BBBY,12.774566473988443,Consumer Cyclical,Specialty Retail,55000
218,CHCO,12.532031726662593,Financial Services,Banks-Regional,921
219,CHUY,12.34567901234569,Consumer Cyclical,Restaurants,9000
220,FN,12.338062924120912,Technology,Electronic Components,11506
221,AMBC,12.285581826611027,Financial Services,Insurance-Specialty,103
222,NBTB,12.17948717948719,Financial Services,Banks-Regional,1788
223,EPAC,12.063004225893202,Industrials,Specialty Industrial Machinery,2300
224,ASTE,11.857142857142849,Industrials,Farm & Heavy Construction Machinery,3582
225,ONB,11.755057408419894,Financial Services,Banks-Regional,2484
226,AIT,11.515969410706253,Industrials,Industrial Distribution,6141
227,SBSI,11.173936456650507,Financial Services,Banks-Regional,845
228,SAFT,11.045066464930292,Financial Services,Insurance-Property & Casualty,609
229,MSTR,11.035546518965152,Technology,Software-Application,2073
230,REX,11.017569546120043,Energy,Oil & Gas Refining & Marketing,128
231,OSIS,10.968830653166565,Technology,Electronic Components,6758
232,CLI,10.938175529615208,Real Estate,REIT-Office,283
233,MCRI,10.9371781668383,Consumer Cyclical,Resorts & Casinos,2300
234,FHB,10.81455805892548,Financial Services,Banks-Regional,2099
235,ABCB,10.789844851904082,Financial Services,Banks-Regional,2656
236,LNN,10.532347119491615,Industrials,Farm & Heavy Construction Machinery,1125
237,TRST,10.495963091118803,Financial Services,Banks-Regional,771
238,SFBS,10.429936305732483,Financial Services,Banks-Regional,496
239,KAMN,10.315533980582531,Industrials,Aerospace & Defense,2935
240,TISI,10.206637445209772,Industrials,Specialty Business Services,5500
241,PCRX,10.198675496688736,Healthcare,Drug Manufacturers-Specialty & Generic,606
242,CVGW,10.188762556573577,Consumer Defensive,Packaged Foods,3657
243,AMSF,10.025745873087997,Financial Services,Insurance-Specialty,431
244,AVD,10.015408320493064,Basic Materials,Agricultural Inputs,671
245,SBCF,9.977101733725876,Financial Services,Banks-Regional,968
246,MRTN,9.958120055839913,Industrials,Trucking,4087
247,SJI,9.702850212249835,Utilities,Utilities-Diversified,1100
248,COLB,9.682968788400093,Financial Services,Banks-Regional,2162
249,BRKL,9.659781287970848,Financial Services,Banks-Regional,763
250,AIN,9.562697576396213,Consumer Cyclical,Textile Manufacturing,4000
251,LXP,9.51035781544256,Real Estate,REIT-Diversified,57
252,KALU,9.486878888989086,Basic Materials,Aluminum,2585
253,INN,9.481361426256077,Real Estate,REIT-Hotel & Motel,59
254,HWKN,9.430255402750491,Basic Materials,Specialty Chemicals,656
255,ABM,9.33439405993106,Industrials,Specialty Business Services,140000
256,NBHC,9.256104486087445,Financial Services,Banks-Regional,1229
257,MPAA,9.214707217430782,Consumer Cyclical,Auto Parts,4012
258,PMT,9.19694930462091,Real Estate,REIT-Mortgage,1
