,Ticker,Industry_x,Sector_x,pct change,Industry_y,Sector_y,Full Time Emp
285,SMP,Consumer Cyclical,Auto Parts,7.628711010898163,Consumer Cyclical,Auto Parts,4200
286,DRQ,Energy,Oil & Gas Equipment & Services,20.18759326369644,Energy,Oil & Gas Equipment & Services,1444
287,CLI,Real Estate,REIT-Office,10.938175529615208,Real Estate,REIT-Office,283
288,DDD,Technology,Computer Hardware,-45.82857142857142,Technology,Computer Hardware,2472
289,RGNX,Healthcare,Biotechnology,-7.298022943617285,Healthcare,Biotechnology,257
290,ALRM,Technology,Software-Application,-46.45101233418665,Technology,Software-Application,1361
291,GLT,Basic Materials,Paper & Paper Products,30.163934426229517,Basic Materials,Paper & Paper Products,2557
292,MLI,Industrials,Metal Fabrication,18.393700787401574,Industrials,Metal Fabrication,4964
293,REZI,Industrials,Security & Protection Services,-83.82229673093043,Industrials,Security & Protection Services,13000
294,VIAV,Technology,Communication Equipment,25.86666666666667,Technology,Communication Equipment,3600
295,VICR,Technology,Electronic Components,15.689212328767118,Technology,Electronic Components,993
296,OIS,Energy,Oil & Gas Equipment & Services,-5.579399141630902,Energy,Oil & Gas Equipment & Services,2337
297,CUTR,Healthcare,Medical Devices,59.89946942194918,Healthcare,Medical Devices,447
298,WABC,Financial Services,Banks-Regional,7.540209532241404,Financial Services,Banks-Regional,737
299,HMST,Financial Services,Banks-Regional,28.029411764705888,Financial Services,Banks-Regional,999
300,CLF,Basic Materials,Steel,-27.500000000000004,Basic Materials,Steel,2372
301,USCR,Basic Materials,Building Materials,14.54632741238597,Basic Materials,Building Materials,3173
302,CCOI,Communication Services,Telecom Services,26.37896976143443,Communication Services,Telecom Services,1110
303,KN,Technology,Communication Equipment,26.24113475177305,Technology,Communication Equipment,8500
304,IRDM,Communication Services,Telecom Services,21.347402597402603,Communication Services,Telecom Services,497
305,DXPE,Industrials,Industrial Distribution,17.332328560663164,Industrials,Industrial Distribution,2747
306,AMBC,Financial Services,Insurance-Specialty,12.285581826611027,Financial Services,Insurance-Specialty,103
307,SWM,Basic Materials,Paper & Paper Products,23.64848773517504,Basic Materials,Paper & Paper Products,3400
308,CKH,Energy,Oil & Gas Equipment & Services,4.0787949015063685,Energy,Oil & Gas Equipment & Services,2309
309,ANDE,Consumer Defensive,Food Distribution,-38.64715189873416,Consumer Defensive,Food Distribution,2247
310,MYGN,Healthcare,Diagnostics & Research,-3.525523319867796,Healthcare,Diagnostics & Research,2700
311,GBX,Industrials,Railroads,-30.773974714770265,Industrials,Railroads,10600
312,STBA,Financial Services,Banks-Regional,4.641350210970458,Financial Services,Banks-Regional,1201
313,RRGB,Consumer Cyclical,Restaurants,3.149606299212606,Consumer Cyclical,Restaurants,24586
314,DCOM,Financial Services,Banks-Regional,5.600765916706566,Financial Services,Banks-Regional,421
315,LQDT,Consumer Cyclical,Internet Retail,-40.43624161073824,Consumer Cyclical,Internet Retail,574
316,ANF,Consumer Cyclical,Apparel Retail,-25.332562174667455,Consumer Cyclical,Apparel Retail,8000
317,ENVA,Financial Services,Credit Services,4.197838736492096,Financial Services,Credit Services,1325
318,PGTI,Industrials,Building Products & Equipment,-11.60295103957076,Industrials,Building Products & Equipment,3000
319,HA,Industrials,Airlines,-9.320587231136921,Industrials,Airlines,7087
320,SBH,Consumer Cyclical,Specialty Retail,5.643835616438363,Consumer Cyclical,Specialty Retail,30000
321,TALO,Energy,Oil & Gas E&P,36.65008291873963,Energy,Oil & Gas E&P,440
322,TTEC,Technology,Information Technology Services,15.623422513881874,Technology,Information Technology Services,56200
323,GPMT,Real Estate,REIT-Mortgage,-6.202393906420025,Real Estate,REIT-Mortgage,0
324,DSPG,Technology,Semiconductors,19.695044472681065,Technology,Semiconductors,340
325,KRG,Real Estate,REIT-Retail,14.848950332821312,Real Estate,REIT-Retail,133
326,CEVA,Technology,Semiconductors,-5.489614243323444,Technology,Semiconductors,382
327,MEI,Technology,Electronic Components,34.561626429479034,Technology,Electronic Components,6044
328,KFY,Industrials,Staffing & Employment Services,-7.547169811320761,Industrials,Staffing & Employment Services,8198
329,BMI,Industrials,Electrical Equipment & Parts,18.697058370552913,Industrials,Electrical Equipment & Parts,1567
330,KLIC,Technology,Semiconductor Equipment & Materials,17.16911764705882,Technology,Semiconductor Equipment & Materials,2544
331,ARR,Real Estate,REIT-Mortgage,-17.627308337996634,Real Estate,REIT-Mortgage,0
332,GEO,Real Estate,REIT-Healthcare Facilities,-35.761589403973524,Real Estate,REIT-Healthcare Facilities,23000
333,GTY,Real Estate,REIT-Retail,2.464253118344981,Real Estate,REIT-Retail,31
334,COKE,Consumer Defensive,Beverages-Non-Alcoholic,24.02745995423341,Consumer Defensive,Beverages-Non-Alcoholic,14800
335,EGOV,Technology,Software-Application,26.621923937360194,Technology,Software-Application,1000
336,BGS,Consumer Defensive,Packaged Foods,-48.6893474623536,Consumer Defensive,Packaged Foods,2952
337,GVA,Industrials,Engineering & Construction,-56.19804842790024,Industrials,Engineering & Construction,7000
338,AMN,Healthcare,Medical Care Facilities,-3.9800995024875685,Healthcare,Medical Care Facilities,3236
339,AROC,Energy,Oil & Gas Equipment & Services,5.976095617529877,Energy,Oil & Gas Equipment & Services,1700
340,ECOL,Industrials,Waste Management,-9.946468658262832,Industrials,Waste Management,3800
341,LCII,Consumer Cyclical,Recreational Vehicles,23.046765611873425,Consumer Cyclical,Recreational Vehicles,10500
342,ADTN,Technology,Communication Equipment,-47.4216380182002,Technology,Communication Equipment,1790
343,UFI,Consumer Cyclical,Textile Manufacturing,15.320665083135395,Consumer Cyclical,Textile Manufacturing,2560
344,ROIC,Real Estate,REIT-Retail,0.5096262740656844,Real Estate,REIT-Retail,73
345,CYTK,Healthcare,Biotechnology,33.74175306314797,Healthcare,Biotechnology,156
346,EGRX,Healthcare,Drug Manufacturers-Specialty & Generic,29.66045272969374,Healthcare,Drug Manufacturers-Specialty & Generic,108
347,CWT,Utilities,Utilities-Regulated Water,3.956555469356088,Utilities,Utilities-Regulated Water,1224
348,ONTO,Technology,Semiconductors,16.28352490421456,Technology,Semiconductors,1340
349,CENX,Basic Materials,Aluminum,-22.42182302062541,Basic Materials,Aluminum,2079
350,USPH,Healthcare,Medical Care Facilities,7.398338434630515,Healthcare,Medical Care Facilities,3200
351,ARLO,Industrials,Security & Protection Services,-70.78384798099763,Industrials,Security & Protection Services,358
352,CLB,Energy,Oil & Gas Equipment & Services,-79.08149721263602,Energy,Oil & Gas Equipment & Services,3800
353,GDOT,Financial Services,Credit Services,-217.68240343347637,Financial Services,Credit Services,1200
354,LCI,Healthcare,Drug Manufacturers-Specialty & Generic,15.41950113378685,Healthcare,Drug Manufacturers-Specialty & Generic,954
355,VRTU,Technology,Information Technology Services,-7.037282153099504,Technology,Information Technology Services,22883
356,SXI,Industrials,Specialty Industrial Machinery,6.011342155009447,Industrials,Specialty Industrial Machinery,3800
357,SSTK,Communication Services,Internet Content & Information,6.6930970149253834,Communication Services,Internet Content & Information,1116
358,GFF,Industrials,Tools & Accessories,21.741269060501715,Industrials,Tools & Accessories,7400
359,NYMT,Real Estate,REIT-Mortgage,-0.8025682182985525,Real Estate,REIT-Mortgage,55
360,PCRX,Healthcare,Drug Manufacturers-Specialty & Generic,10.198675496688736,Healthcare,Drug Manufacturers-Specialty & Generic,606
361,EGBN,Financial Services,Banks-Regional,-12.852148879292615,Financial Services,Banks-Regional,515
362,ROG,Technology,Electronic Components,-1.747775194419941,Technology,Electronic Components,3600
363,OII,Energy,Oil & Gas Equipment & Services,-5.2313883299798745,Energy,Oil & Gas Equipment & Services,9100
364,TTMI,Technology,Electronic Components,23.72093023255814,Technology,Electronic Components,25700
365,PLAB,Technology,Semiconductor Equipment & Materials,32.17005076142132,Technology,Semiconductor Equipment & Materials,1728
366,NPK,Industrials,Aerospace & Defense,-35.33205113700645,Industrials,Aerospace & Defense,919
367,NSIT,Technology,Information Technology Services,34.67065016360792,Technology,Information Technology Services,11261
368,ABCB,Financial Services,Banks-Regional,10.789844851904082,Financial Services,Banks-Regional,2656
369,XPER,Technology,Semiconductor Equipment & Materials,-15.837837837837837,Technology,Semiconductor Equipment & Materials,1900
370,CYH,Healthcare,Medical Care Facilities,-35.862068965517246,Healthcare,Medical Care Facilities,63000
371,SXC,Basic Materials,Coking Coal,-80.41733547351524,Basic Materials,Coking Coal,1171
372,GES,Consumer Cyclical,Apparel Retail,12.823949955317238,Consumer Cyclical,Apparel Retail,15800
373,CENTA,Consumer Defensive,Packaged Foods,-21.321525885558575,Consumer Defensive,Packaged Foods,5600
374,STAR,Real Estate,REIT-Diversified,33.90764989662302,Real Estate,REIT-Diversified,155
375,MYE,Consumer Cyclical,Packaging & Containers,2.51798561151078,Consumer Cyclical,Packaging & Containers,1640
376,VRA,Consumer Cyclical,Footwear & Accessories,24.152542372881367,Consumer Cyclical,Footwear & Accessories,2700
377,VREX,Healthcare,Medical Devices,4.428044280442806,Healthcare,Medical Devices,2000
378,SCL,Basic Materials,Specialty Chemicals,14.164388910581795,Basic Materials,Specialty Chemicals,2284
379,EGHT,Technology,Software-Application,3.770491803278695,Technology,Software-Application,1675
380,CXW,Real Estate,REIT-Specialty,-14.326812428078265,Real Estate,REIT-Specialty,14075
381,BANR,Financial Services,Banks-Regional,3.6225481533839976,Financial Services,Banks-Regional,2198
382,SCSC,Technology,Electronics & Computer Distribution,-3.680649526387007,Technology,Electronics & Computer Distribution,2200
383,ECPG,Financial Services,Mortgage Finance,16.459276018099548,Financial Services,Mortgage Finance,7300
384,ROCK,Industrials,Building Products & Equipment,29.321966693100716,Industrials,Building Products & Equipment,1932
385,AMPH,Healthcare,Drug Manufacturers-Specialty & Generic,-17.98859512700883,Healthcare,Drug Manufacturers-Specialty & Generic,2027
386,VRTS,Financial Services,Asset Management,26.084456128820243,Financial Services,Asset Management,578
387,UVE,Financial Services,Insurance-Property & Casualty,-34.76241514826724,Financial Services,Insurance-Property & Casualty,805
388,EPAC,Industrials,Specialty Industrial Machinery,12.063004225893202,Industrials,Specialty Industrial Machinery,2300
389,VNDA,Healthcare,Biotechnology,-65.32602071907372,Healthcare,Biotechnology,284
390,RNST,Financial Services,Banks-Regional,-0.28232636928289506,Financial Services,Banks-Regional,2527
391,UBA,Real Estate,REIT-Retail,13.768115942028977,Real Estate,REIT-Retail,105
392,MATW,Industrials,Conglomerates,-16.557505894681686,Industrials,Conglomerates,11000
393,SPOK,Communication Services,Telecom Services,-13.164349959116919,Communication Services,Telecom Services,613
394,CLDT,Real Estate,REIT-Hotel & Motel,-10.196292257360966,Real Estate,REIT-Hotel & Motel,39
395,GTLS,Industrials,Specialty Industrial Machinery,-10.683064157652998,Industrials,Specialty Industrial Machinery,5743
396,RMBS,Technology,Semiconductors,34.51905626134302,Technology,Semiconductors,685
397,ODP,Consumer Cyclical,Specialty Retail,-7.664233576642333,Consumer Cyclical,Specialty Retail,40000
398,ECHO,Industrials,Integrated Freight & Logistics,-14.782608695652186,Industrials,Integrated Freight & Logistics,2513
399,VRTV,Industrials,Business Equipment & Supplies,-73.61464158617181,Industrials,Business Equipment & Supplies,8000
400,PBI,Industrials,Business Equipment & Supplies,-78.90818858560793,Industrials,Business Equipment & Supplies,11000
401,MATX,Industrials,Marine Shipping,17.86764705882353,Industrials,Marine Shipping,1988
402,CCS,Consumer Cyclical,Residential Construction,14.223034734917734,Consumer Cyclical,Residential Construction,1460
403,DBD,Technology,Software-Application,59.753787878787875,Technology,Software-Application,22000
404,MGLN,Healthcare,Healthcare Plans,16.728434504792336,Healthcare,Healthcare Plans,10100
405,BBBY,Consumer Cyclical,Specialty Retail,12.774566473988443,Consumer Cyclical,Specialty Retail,55000
406,CVGW,Consumer Defensive,Packaged Foods,10.188762556573577,Consumer Defensive,Packaged Foods,3657
407,RMAX,Real Estate,Real Estate Services,-8.391790075344236,Real Estate,Real Estate Services,500
408,BKE,Consumer Cyclical,Apparel Retail,35.76183431952662,Consumer Cyclical,Apparel Retail,2800
409,XHR,Real Estate,REIT-Hotel & Motel,13.142063859324388,Real Estate,REIT-Hotel & Motel,48
410,GCP,Basic Materials,Specialty Chemicals,-10.964332892998671,Basic Materials,Specialty Chemicals,2000
411,AAOI,Technology,Semiconductors,-46.296296296296276,Technology,Semiconductors,3115
412,IRT,Real Estate,REIT-Residential,25.781250000000007,Real Estate,REIT-Residential,410
413,IRET,Real Estate,REIT-Residential,18.800000000000004,Real Estate,REIT-Residential,361
414,MDC,Consumer Cyclical,Residential Construction,13.705450733752613,Consumer Cyclical,Residential Construction,1656
415,CIR,Industrials,Specialty Industrial Machinery,40.20328719723184,Industrials,Specialty Industrial Machinery,3200
416,MXL,Technology,Semiconductors,7.540056550424118,Technology,Semiconductors,697
417,WWW,Consumer Cyclical,Footwear & Accessories,-1.689389448725549,Consumer Cyclical,Footwear & Accessories,4000
418,PLCE,Consumer Cyclical,Apparel Retail,-54.76647472808701,Consumer Cyclical,Apparel Retail,3900
419,GHL,Financial Services,Capital Markets,-46.72131147540984,Financial Services,Capital Markets,405
420,NXRT,Real Estate,REIT-Residential,16.866666666666674,Real Estate,REIT-Residential,3
421,PLAY,Consumer Cyclical,Restaurants,-28.0806572068708,Consumer Cyclical,Restaurants,15908
422,IBP,Industrials,Building Products & Equipment,38.85581530419632,Industrials,Building Products & Equipment,8500
423,LDL,Industrials,Specialty Industrial Machinery,-29.239766081871345,Industrials,Specialty Industrial Machinery,3250
424,NSA,Real Estate,REIT-Industrial,13.444378346222477,Real Estate,REIT-Industrial,459
425,CENT,Consumer Defensive,Packaged Foods,-26.198905696813647,Consumer Defensive,Packaged Foods,5600
426,EHTH,Financial Services,Insurance Brokers,36.34471273938385,Financial Services,Insurance Brokers,1500
427,RPAI,Real Estate,REIT-Retail,5.671641791044775,Real Estate,REIT-Retail,215
428,DAKT,Technology,Computer Hardware,-23.64532019704434,Technology,Computer Hardware,2395
429,HT,Real Estate,REIT-Hotel & Motel,-27.353951890034367,Real Estate,REIT-Hotel & Motel,49
430,BKU,Financial Services,Banks-Regional,7.521881838074399,Financial Services,Banks-Regional,1493
431,TTGT,Communication Services,Internet Content & Information,44.44444444444445,Communication Services,Internet Content & Information,649
432,ASTE,Industrials,Farm & Heavy Construction Machinery,11.857142857142849,Industrials,Farm & Heavy Construction Machinery,3582
433,PDCE,Energy,Oil & Gas E&P,-24.455483377913634,Energy,Oil & Gas E&P,540
434,PKE,Industrials,Aerospace & Defense,-40.0122925629994,Industrials,Aerospace & Defense,136
435,SCVL,Consumer Cyclical,Apparel Retail,1.072961373390554,Consumer Cyclical,Apparel Retail,2200
436,CEIX,Energy,Thermal Coal,-144.86560992419024,Energy,Thermal Coal,1792
437,BLMN,Consumer Cyclical,Restaurants,16.492976891708203,Consumer Cyclical,Restaurants,94000
438,AMCX,Communication Services,Broadcasting,-59.34177215189873,Communication Services,Broadcasting,2114
439,AMSF,Financial Services,Insurance-Specialty,10.025745873087997,Financial Services,Insurance-Specialty,431
440,HTLD,Industrials,Trucking,4.940617577197146,Industrials,Trucking,4050
441,SWN,Energy,Oil & Gas E&P,-80.57851239669422,Energy,Oil & Gas E&P,923
442,EIG,Financial Services,Insurance-Specialty,-1.4850299401197542,Financial Services,Insurance-Specialty,704
443,BFS,Real Estate,REIT-Retail,-0.3410382720727543,Real Estate,REIT-Retail,116
444,RPT,Real Estate,REIT-Retail,12.96542553191489,Real Estate,REIT-Retail,104
445,CORE,Consumer Defensive,Food Distribution,-2.537697682971672,Consumer Defensive,Food Distribution,8555
446,SCHL,Communication Services,Publishing,-8.426527958387503,Communication Services,Publishing,8300
447,KWR,Basic Materials,Specialty Chemicals,-24.276683685874055,Basic Materials,Specialty Chemicals,4500
448,ASIX,Basic Materials,Chemicals,-58.51703406813626,Basic Materials,Chemicals,1520
449,SM,Energy,Oil & Gas E&P,-74.55516014234877,Energy,Oil & Gas E&P,530
450,MTOR,Consumer Cyclical,Auto Parts,21.038564337533412,Consumer Cyclical,Auto Parts,8600
451,RWT,Real Estate,REIT-Mortgage,2.478839177750908,Real Estate,REIT-Mortgage,372
452,HSKA,Healthcare,Diagnostics & Research,-2.77256618720033,Healthcare,Diagnostics & Research,386
453,SAFT,Financial Services,Insurance-Property & Casualty,11.045066464930292,Financial Services,Insurance-Property & Casualty,609
454,UNFI,Consumer Defensive,Food Distribution,-49.54337899543379,Consumer Defensive,Food Distribution,28300
455,RES,Energy,Oil & Gas Equipment & Services,-105.91603053435112,Energy,Oil & Gas Equipment & Services,2700
456,ANIK,Healthcare,Biotechnology,26.730954676952745,Healthcare,Biotechnology,154
457,DGII,Technology,Communication Equipment,33.06997742663656,Technology,Communication Equipment,656
458,CORT,Healthcare,Biotechnology,7.6033057851239665,Healthcare,Biotechnology,206
459,GME,Consumer Cyclical,Specialty Retail,-86.51315789473684,Consumer Cyclical,Specialty Retail,14000
460,MHO,Consumer Cyclical,Residential Construction,32.68106734434562,Consumer Cyclical,Residential Construction,1401
461,PETS,Healthcare,Pharmaceutical Retailers,-0.680272108843538,Healthcare,Pharmaceutical Retailers,214
462,FUL,Basic Materials,Specialty Chemicals,4.227263913127787,Basic Materials,Specialty Chemicals,6369
463,STMP,Technology,Software-Application,-122.7969348659004,Technology,Software-Application,1313
464,TCMD,Healthcare,Medical Devices,1.3775736927862638,Healthcare,Medical Devices,629
465,SHAK,Consumer Cyclical,Restaurants,19.825415477589395,Consumer Cyclical,Restaurants,7603
466,MERC,Basic Materials,Paper & Paper Products,-20.08130081300812,Basic Materials,Paper & Paper Products,2325
467,REGI,Energy,Oil & Gas Refining & Marketing,-7.235621521335804,Energy,Oil & Gas Refining & Marketing,829
468,BIG,Consumer Defensive,Discount Stores,-9.818941504178275,Consumer Defensive,Discount Stores,10500
469,NBTB,Financial Services,Banks-Regional,12.17948717948719,Financial Services,Banks-Regional,1788
470,SHEN,Communication Services,Telecom Services,-14.46767603941361,Communication Services,Telecom Services,1130
471,CLW,Basic Materials,Paper & Paper Products,-57.865168539325836,Basic Materials,Paper & Paper Products,3290
472,TVTY,Healthcare,Medical Care Facilities,-9.41263209633818,Healthcare,Medical Care Facilities,1000
473,CPE,Energy,Oil & Gas E&P,-68.53002070393376,Energy,Oil & Gas E&P,475
474,LMAT,Healthcare,Medical Instruments & Supplies,33.68567454798331,Healthcare,Medical Instruments & Supplies,454
475,MMI,Real Estate,Real Estate Services,-6.30872483221477,Real Estate,Real Estate Services,877
476,WDFC,Basic Materials,Specialty Chemicals,6.38199237663541,Basic Materials,Specialty Chemicals,522
477,VGR,Consumer Defensive,Tobacco,17.84914115011203,Consumer Defensive,Tobacco,1418
478,PLXS,Technology,Electronic Components,27.060046789706266,Technology,Electronic Components,19500
479,SRDX,Healthcare,Diagnostics & Research,-38.233164373642296,Healthcare,Diagnostics & Research,370
480,MTRX,Energy,Oil & Gas Equipment & Services,6.249999999999999,Energy,Oil & Gas Equipment & Services,2900
481,PARR,Energy,Oil & Gas Refining & Marketing,30.03442340791737,Energy,Oil & Gas Refining & Marketing,1408
482,CBB,Communication Services,Telecom Services,20.343839541547286,Communication Services,Telecom Services,4400
483,BHLB,Financial Services,Banks-Regional,17.122871046228717,Financial Services,Banks-Regional,1507
484,MGPI,Consumer Defensive,Packaged Foods,-48.1733746130031,Consumer Defensive,Packaged Foods,341
485,LTC,Real Estate,REIT-Healthcare Facilities,-5.963815054724133,Real Estate,REIT-Healthcare Facilities,22
486,SNBR,Consumer Cyclical,"Furnishings, Fixtures & Appliances",26.88870836718116,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4000
487,TRUP,Financial Services,Insurance-Specialty,29.124399359316605,Financial Services,Insurance-Specialty,738
488,RYAM,Basic Materials,Chemicals,-277.08333333333337,Basic Materials,Chemicals,4000
489,SAFE,Real Estate,REIT-Diversified,56.22828784119106,Real Estate,REIT-Diversified,0
490,SBCF,Financial Services,Banks-Regional,9.977101733725876,Financial Services,Banks-Regional,968
491,BNED,Consumer Cyclical,Specialty Retail,-33.95784543325528,Consumer Cyclical,Specialty Retail,3400
492,BELFB,Technology,Electronic Components,-12.585365853658528,Technology,Electronic Components,6935
493,CHCT,Real Estate,REIT-Healthcare Facilities,22.95846943537097,Real Estate,REIT-Healthcare Facilities,25
494,TBK,Financial Services,Banks-Regional,19.884271436086276,Financial Services,Banks-Regional,1122
495,SGH,Technology,Semiconductors,34.607274644175014,Technology,Semiconductors,1754
496,ALG,Industrials,Farm & Heavy Construction Machinery,31.397849462365595,Industrials,Farm & Heavy Construction Machinery,4270
497,OFG,Financial Services,Banks-Regional,17.916137229987296,Financial Services,Banks-Regional,2405
498,VECO,Technology,Semiconductor Equipment & Materials,33.19713993871297,Technology,Semiconductor Equipment & Materials,954
499,DFIN,Financial Services,Capital Markets,-39.82808022922636,Financial Services,Capital Markets,2900
500,ETH,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.4197271773347235,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3369
501,SANM,Technology,Electronic Components,8.820093457943933,Technology,Electronic Components,30000
502,DNOW,Energy,Oil & Gas Equipment & Services,-20.37366548042704,Energy,Oil & Gas Equipment & Services,2600
503,BOOM,Energy,Oil & Gas Equipment & Services,23.186470850022243,Energy,Oil & Gas Equipment & Services,741
504,FSS,Industrials,Pollution & Treatment Controls,31.844961240310077,Industrials,Pollution & Treatment Controls,3600
505,LMNX,Healthcare,Medical Instruments & Supplies,-20.42314335060449,Healthcare,Medical Instruments & Supplies,1257
506,MCS,Communication Services,Entertainment,-40.289581366068624,Communication Services,Entertainment,3465
507,GNL,Real Estate,REIT-Office,4.38856015779093,Real Estate,REIT-Office,1
508,UFCS,Financial Services,Insurance-Property & Casualty,-18.911502401097653,Financial Services,Insurance-Property & Casualty,1173
509,HVT,Consumer Cyclical,Home Improvement Retail,-1.041666666666671,Consumer Cyclical,Home Improvement Retail,3425
510,CTRE,Real Estate,REIT-Healthcare Facilities,-6.543868153174995,Real Estate,REIT-Healthcare Facilities,52
511,GMS,Industrials,Building Products & Equipment,30.096011816838992,Industrials,Building Products & Equipment,5308
512,UCBI,Financial Services,Banks-Regional,16.709844559585495,Financial Services,Banks-Regional,2414
513,IRBT,Technology,Consumer Electronics,-77.34544736322339,Technology,Consumer Electronics,1159
514,DIN,Consumer Cyclical,Restaurants,8.680555555555557,Consumer Cyclical,Restaurants,558
515,RCM,Healthcare,Health Information Services,37.44221879815101,Healthcare,Health Information Services,19000
516,XNCR,Healthcare,Biotechnology,-4.972375690607738,Healthcare,Biotechnology,166
517,ILPT,Real Estate,REIT-Industrial,4.148082069580745,Real Estate,REIT-Industrial,0
518,CMO,Real Estate,REIT-Mortgage,6.944444444444442,Real Estate,REIT-Mortgage,14
519,SAIA,Industrials,Trucking,35.59922680412372,Industrials,Trucking,10400
520,CHRS,Healthcare,Biotechnology,25.242988058872527,Healthcare,Biotechnology,306
521,M,Consumer Cyclical,Department Stores,-54.70588235294118,Consumer Cyclical,Department Stores,123000
522,MIK,Consumer Cyclical,Specialty Retail,-71.32262051915946,Consumer Cyclical,Specialty Retail,12000
523,AKR,Real Estate,REIT-Retail,-10.798303123794835,Real Estate,REIT-Retail,118
524,APEI,Consumer Defensive,Education & Training Services,-8.032128514056222,Consumer Defensive,Education & Training Services,1410
525,CATO,Consumer Cyclical,Apparel Retail,14.6551724137931,Consumer Cyclical,Apparel Retail,10060
526,ITGR,Healthcare,Medical Devices,-0.6962576153176526,Healthcare,Medical Devices,8250
527,KOP,Basic Materials,Specialty Chemicals,40.371533228676086,Basic Materials,Specialty Chemicals,2120
528,ANIP,Healthcare,Drug Manufacturers-Specialty & Generic,12.858764391113993,Healthcare,Drug Manufacturers-Specialty & Generic,338
529,ESE,Technology,Scientific & Technical Instruments,29.61081081081081,Technology,Scientific & Technical Instruments,2713
530,VG,Communication Services,Telecom Services,-22.94197031039135,Communication Services,Telecom Services,2264
531,RDNT,Healthcare,Diagnostics & Research,32.758620689655174,Healthcare,Diagnostics & Research,6165
532,STC,Financial Services,Insurance-Property & Casualty,-8.972787447903908,Financial Services,Insurance-Property & Casualty,5300
533,DLX,Communication Services,Advertising Agencies,5.909455128205134,Communication Services,Advertising Agencies,6388
534,TG,Basic Materials,Specialty Chemicals,27.02460850111858,Basic Materials,Specialty Chemicals,3000
535,PAHC,Healthcare,Drug Manufacturers-Specialty & Generic,-25.73499798630689,Healthcare,Drug Manufacturers-Specialty & Generic,1700
536,ALEX,Real Estate,REIT-Diversified,-9.923664122137396,Real Estate,REIT-Diversified,793
537,SAH,Consumer Cyclical,Auto & Truck Dealerships,50.645161290322584,Consumer Cyclical,Auto & Truck Dealerships,9300
538,EVTC,Technology,Software-Infrastructure,18.713278495887185,Technology,Software-Infrastructure,2300
539,KAMN,Industrials,Aerospace & Defense,10.315533980582531,Industrials,Aerospace & Defense,2935
540,MTSC,Technology,Scientific & Technical Instruments,-4.226525088486365,Technology,Scientific & Technical Instruments,3500
541,WDR,Financial Services,Asset Management,-2.3923444976076684,Financial Services,Asset Management,1162
542,PFBC,Financial Services,Banks-Regional,22.51622566150774,Financial Services,Banks-Regional,279
543,EXLS,Technology,Information Technology Services,17.21854304635761,Technology,Information Technology Services,31700
544,KRA,Basic Materials,Specialty Chemicals,-11.374407582938383,Basic Materials,Specialty Chemicals,1944
545,IIPR,Real Estate,REIT-Industrial,18.386714116251486,Real Estate,REIT-Industrial,14
546,NP,Basic Materials,Paper & Paper Products,1.079085616924613,Basic Materials,Paper & Paper Products,2324
547,DHC,Real Estate,REIT-Healthcare Facilities,-63.15165876777251,Real Estate,REIT-Healthcare Facilities,0
548,CPF,Financial Services,Banks-Regional,3.211629479377956,Financial Services,Banks-Regional,789
549,MMSI,Healthcare,Medical Instruments & Supplies,-81.0698270339526,Healthcare,Medical Instruments & Supplies,6000
550,LXP,Real Estate,REIT-Diversified,9.51035781544256,Real Estate,REIT-Diversified,57
551,PMT,Real Estate,REIT-Mortgage,9.19694930462091,Real Estate,REIT-Mortgage,1
552,CTS,Technology,Electronic Components,5.464845051649451,Technology,Electronic Components,3570
553,CHEF,Consumer Defensive,Food Distribution,15.7176594069798,Consumer Defensive,Food Distribution,2447
554,AVAV,Industrials,Aerospace & Defense,-25.78555231616455,Industrials,Aerospace & Defense,823
555,DIOD,Technology,Semiconductors,40.34060670569451,Technology,Semiconductors,6605
556,ITRI,Technology,Scientific & Technical Instruments,34.92555092316855,Technology,Scientific & Technical Instruments,6700
557,MSTR,Technology,Software-Application,11.035546518965152,Technology,Software-Application,2073
558,NPO,Industrials,Specialty Industrial Machinery,1.2410287081339688,Industrials,Specialty Industrial Machinery,5300
559,LL,Consumer Cyclical,Home Improvement Retail,-23.029682702149437,Consumer Cyclical,Home Improvement Retail,2090
560,CUBI,Financial Services,Banks-Regional,17.38765224695505,Financial Services,Banks-Regional,881
561,COOP,Financial Services,Mortgage Finance,-23.021582733812956,Financial Services,Mortgage Finance,9100
562,HWKN,Basic Materials,Specialty Chemicals,9.430255402750491,Basic Materials,Specialty Chemicals,656
563,WD,Financial Services,Mortgage Finance,25.680272108843543,Financial Services,Mortgage Finance,861
564,VBTX,Financial Services,Banks-Regional,9.165808444902158,Financial Services,Banks-Regional,676
565,BJRI,Consumer Cyclical,Restaurants,-31.269757639620643,Consumer Cyclical,Restaurants,22725
566,BCEI,Energy,Oil & Gas E&P,1.2425021422450693,Energy,Oil & Gas E&P,125
567,PATK,Consumer Cyclical,Recreational Vehicles,23.898531375166893,Consumer Cyclical,Recreational Vehicles,7500
568,REX,Energy,Oil & Gas Refining & Marketing,11.017569546120043,Energy,Oil & Gas Refining & Marketing,128
569,AVA,Utilities,Utilities-Diversified,12.97567061759202,Utilities,Utilities-Diversified,1920
570,HAFC,Financial Services,Banks-Regional,-9.649999999999999,Financial Services,Banks-Regional,633
