,Ticker,Industry_x,Sector_x,pct change,Industry_y,Sector_y,Full Time Emp
23,B,Industrials,Specialty Industrial Machinery,4.648160103292451,Industrials,Specialty Industrial Machinery,5749
24,MED,Consumer Cyclical,Personal Services,-16.116079576565063,Consumer Cyclical,Personal Services,550
25,FSP,Real Estate,REIT-Office,13.3177570093458,Real Estate,REIT-Office,37
26,SJI,Utilities,Utilities-Diversified,9.702850212249835,Utilities,Utilities-Diversified,1100
27,LOCO,Consumer Cyclical,Restaurants,-8.916776750330238,Consumer Cyclical,Restaurants,5005
28,JBSS,Consumer Defensive,Packaged Foods,25.23006134969325,Consumer Defensive,Packaged Foods,1370
29,BOOT,Consumer Cyclical,Apparel Retail,47.383786211542784,Consumer Cyclical,Apparel Retail,1100
30,PSMT,Consumer Defensive,Discount Stores,13.756688256829058,Consumer Defensive,Discount Stores,9500
31,KALU,Basic Materials,Aluminum,9.486878888989086,Basic Materials,Aluminum,2585
32,HAYN,Industrials,Metal Fabrication,8.328675237562894,Industrials,Metal Fabrication,1037
33,COHU,Technology,Semiconductor Equipment & Materials,23.23851203501095,Technology,Semiconductor Equipment & Materials,3200
34,PPBI,Financial Services,Banks-Regional,8.742331288343562,Financial Services,Banks-Regional,989
35,BCPC,Basic Materials,Specialty Chemicals,18.31152218833022,Basic Materials,Specialty Chemicals,1341
36,COLB,Financial Services,Banks-Regional,9.682968788400093,Financial Services,Banks-Regional,2162
37,OPI,Real Estate,REIT-Office,0.3422526446795253,Real Estate,REIT-Office,0
38,TILE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1.084990958408678,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4110
39,CSGS,Technology,Software-Infrastructure,30.108149864812674,Technology,Software-Infrastructure,4339
40,ADUS,Healthcare,Medical Care Facilities,38.130014400329145,Healthcare,Medical Care Facilities,5002
41,LPI,Energy,Oil & Gas E&P,-32.40418118466898,Energy,Oil & Gas E&P,280
42,OSUR,Healthcare,Medical Instruments & Supplies,-60.024906600249075,Healthcare,Medical Instruments & Supplies,472
43,FMBI,Financial Services,Banks-Regional,4.509973980919337,Financial Services,Banks-Regional,2122
44,PRGS,Technology,Software-Application,12.803850782190136,Technology,Software-Application,1538
45,IPAR,Consumer Defensive,Household & Personal Products,8.595791500481365,Consumer Defensive,Household & Personal Products,402
46,MYRG,Industrials,Engineering & Construction,6.505062902730913,Industrials,Engineering & Construction,7100
47,OMI,Healthcare,Medical Distribution,-46.421663442940044,Healthcare,Medical Distribution,15400
48,ACA,Industrials,Infrastructure Operations,33.93939393939394,Industrials,Infrastructure Operations,6275
49,EXPO,Industrials,Consulting Services,27.604694971743232,Industrials,Consulting Services,901
50,HSC,Industrials,Specialty Industrial Machinery,7.431551499348113,Industrials,Specialty Industrial Machinery,10500
51,NFBK,Financial Services,Banks-Regional,15.625,Financial Services,Banks-Regional,357
52,PRDO,Consumer Defensive,Education & Training Services,29.798803697661775,Consumer Defensive,Education & Training Services,2250
53,CNMD,Healthcare,Medical Devices,37.0920146651167,Healthcare,Medical Devices,3300
54,FLGT,Healthcare,Diagnostics & Research,69.14728682170542,Healthcare,Diagnostics & Research,473
55,CRVL,Financial Services,Insurance Brokers,28.491300366300365,Financial Services,Insurance Brokers,3824
56,WRE,Real Estate,REIT-Office,13.125428375599721,Real Estate,REIT-Office,125
57,BCC,Basic Materials,Lumber & Wood Production,24.801532986586373,Basic Materials,Lumber & Wood Production,5900
58,AIR,Industrials,Aerospace & Defense,16.452328159645234,Industrials,Aerospace & Defense,4200
59,EXTN,Energy,Oil & Gas Equipment & Services,-121.71136653895273,Energy,Oil & Gas Equipment & Services,3600
60,TRST,Financial Services,Banks-Regional,10.495963091118803,Financial Services,Banks-Regional,771
61,UIHC,Financial Services,Insurance-Property & Casualty,-29.421094369547983,Financial Services,Insurance-Property & Casualty,363
62,HCI,Financial Services,Insurance-Property & Casualty,-3.789704271631991,Financial Services,Insurance-Property & Casualty,413
63,CMTL,Technology,Communication Equipment,29.642152719075803,Technology,Communication Equipment,2034
64,FBM,Industrials,Industrial Distribution,52.76485788113695,Industrials,Industrial Distribution,3400
65,UFPI,Basic Materials,Lumber & Wood Production,35.387840670859546,Basic Materials,Lumber & Wood Production,12000
66,SKYW,Industrials,Airlines,21.16664087884882,Industrials,Airlines,13700
67,MNRO,Consumer Cyclical,Auto Parts,8.363171355498729,Consumer Cyclical,Auto Parts,8184
68,FBP,Financial Services,Banks-Regional,-0.5665722379603446,Financial Services,Banks-Regional,2674
69,AGYS,Technology,Software-Application,30.342384887839437,Technology,Software-Application,1275
70,NMIH,Financial Services,Insurance-Property & Casualty,33.694996986136225,Financial Services,Insurance-Property & Casualty,261
71,ABG,Consumer Cyclical,Auto & Truck Dealerships,36.8011450040254,Consumer Cyclical,Auto & Truck Dealerships,8500
72,QNST,Communication Services,Advertising Agencies,-24.363161332462433,Communication Services,Advertising Agencies,592
73,HP,Energy,Oil & Gas Drilling,-23.244552058111385,Energy,Oil & Gas Drilling,4138
74,CADE,Financial Services,Banks-Regional,-3.41974627688914,Financial Services,Banks-Regional,1800
75,HSII,Industrials,Staffing & Employment Services,-1.6923076923076836,Industrials,Staffing & Employment Services,1746
76,CASH,Financial Services,Banks-Regional,35.49712407559572,Financial Services,Banks-Regional,1015
77,FBNC,Financial Services,Banks-Regional,7.867702330243032,Financial Services,Banks-Regional,1065
78,NEO,Healthcare,Diagnostics & Research,43.179487179487175,Healthcare,Diagnostics & Research,1700
79,FF,Basic Materials,Chemicals,-47.78046811945115,Basic Materials,Chemicals,538
80,HMSY,Healthcare,Health Information Services,-1.3175675675675573,Healthcare,Health Information Services,3100
81,TMP,Financial Services,Banks-Regional,19.628415300546443,Financial Services,Banks-Regional,934
82,FARO,Technology,Scientific & Technical Instruments,15.551142005958289,Technology,Scientific & Technical Instruments,1818
83,AAON,Industrials,Building Products & Equipment,25.237806112123053,Industrials,Building Products & Equipment,2290
84,TNC,Industrials,Specialty Industrial Machinery,24.627823408624234,Industrials,Specialty Industrial Machinery,4373
85,CAKE,Consumer Cyclical,Restaurants,-15.491507977354615,Consumer Cyclical,Restaurants,46250
86,FHB,Financial Services,Banks-Regional,10.81455805892548,Financial Services,Banks-Regional,2099
87,AIT,Industrials,Industrial Distribution,11.515969410706253,Industrials,Industrial Distribution,6141
88,EZPW,Financial Services,Credit Services,-36.65689149560117,Financial Services,Credit Services,6800
89,BDN,Real Estate,REIT-Office,4.444444444444439,Real Estate,REIT-Office,337
90,RC,Real Estate,REIT-Mortgage,-1.4267185473411195,Real Estate,REIT-Mortgage,500
91,BANF,Financial Services,Banks-Regional,14.029468289557972,Financial Services,Banks-Regional,1948
92,SKT,Real Estate,REIT-Retail,-54.446707399864216,Real Estate,REIT-Retail,285
93,HIBB,Consumer Cyclical,Specialty Retail,41.72610556348074,Consumer Cyclical,Specialty Retail,3500
94,PRA,Financial Services,Insurance-Property & Casualty,-18.040951853901483,Financial Services,Insurance-Property & Casualty,961
95,BRKS,Technology,Semiconductor Equipment & Materials,25.810295519542425,Technology,Semiconductor Equipment & Materials,3159
96,PRK,Financial Services,Banks-Regional,8.165657354952138,Financial Services,Banks-Regional,1907
97,CAMP,Technology,Communication Equipment,-50.41753653444676,Technology,Communication Equipment,1080
98,BPFH,Financial Services,Banks-Regional,3.574397339983373,Financial Services,Banks-Regional,779
99,ONB,Financial Services,Banks-Regional,11.755057408419894,Financial Services,Banks-Regional,2484
100,BRKL,Financial Services,Banks-Regional,9.659781287970848,Financial Services,Banks-Regional,763
101,MD,Healthcare,Medical Care Facilities,-29.93882691615689,Healthcare,Medical Care Facilities,9480
102,AX,Financial Services,Banks-Regional,-0.26420079260237217,Financial Services,Banks-Regional,1108
103,FBC,Financial Services,Banks-Regional,19.346405228758165,Financial Services,Banks-Regional,4871
104,CNSL,Communication Services,Telecom Services,-175.2577319587629,Communication Services,Telecom Services,3400
105,LPG,Energy,Oil & Gas Midstream,64.59948320413437,Energy,Oil & Gas Midstream,585
106,CPRI,Consumer Cyclical,Apparel Manufacturing,-11.349934469200521,Consumer Cyclical,Apparel Manufacturing,10834
107,BANC,Financial Services,Banks-Regional,15.133876600698484,Financial Services,Banks-Regional,600
108,PRLB,Industrials,Metal Fabrication,-22.2550467749877,Industrials,Metal Fabrication,2535
109,IOSP,Basic Materials,Specialty Chemicals,32.06689868522815,Basic Materials,Specialty Chemicals,2000
110,EXTR,Technology,Communication Equipment,-2.578018995929437,Technology,Communication Equipment,2584
111,AIN,Consumer Cyclical,Textile Manufacturing,9.562697576396213,Consumer Cyclical,Textile Manufacturing,4000
112,QEP,Energy,Oil & Gas E&P,-83.77777777777777,Energy,Oil & Gas E&P,248
113,PRAA,Financial Services,Credit Services,18.705234159779604,Financial Services,Credit Services,3811
114,CPS,Consumer Cyclical,Auto Parts,-130.57901085645355,Consumer Cyclical,Auto Parts,28000
115,FDP,Consumer Defensive,Farm Products,8.576329331046303,Consumer Defensive,Farm Products,38000
116,PVAC,Energy,Oil & Gas E&P,-72.8500823723229,Energy,Oil & Gas E&P,94
117,INVA,Healthcare,Biotechnology,-20.76271186440679,Healthcare,Biotechnology,5
118,SIG,Consumer Cyclical,Luxury Goods,-12.051517939282434,Consumer Cyclical,Luxury Goods,26126
119,JBT,Industrials,Specialty Industrial Machinery,29.48695189064442,Industrials,Specialty Industrial Machinery,6200
120,WTS,Industrials,Specialty Industrial Machinery,24.949879711307137,Industrials,Specialty Industrial Machinery,4800
121,CATM,Industrials,Business Equipment & Supplies,39.37290033594625,Industrials,Business Equipment & Supplies,1987
122,TRHC,Healthcare,Health Information Services,-23.829087921117505,Healthcare,Health Information Services,1286
123,CRMT,Consumer Cyclical,Auto & Truck Dealerships,36.20280868137881,Consumer Cyclical,Auto & Truck Dealerships,1750
124,INGN,Healthcare,Medical Devices,-121.29372164495831,Healthcare,Medical Devices,1020
125,JRVR,Financial Services,Insurance-Specialty,6.406212084445524,Financial Services,Insurance-Specialty,800
126,NX,Industrials,Building Products & Equipment,8.372365339578442,Industrials,Building Products & Equipment,3767
127,ABM,Industrials,Specialty Business Services,9.33439405993106,Industrials,Specialty Business Services,140000
128,OSPN,Technology,Software-Application,14.778037383177574,Technology,Software-Application,789
129,PUMP,Energy,Oil & Gas Equipment & Services,-45.24444444444444,Energy,Oil & Gas Equipment & Services,2200
130,AWR,Utilities,Utilities-Regulated Water,21.837488457987074,Utilities,Utilities-Regulated Water,841
131,NTUS,Healthcare,Medical Devices,-2.2734161867232494,Healthcare,Medical Devices,1484
132,UIS,Technology,Information Technology Services,-10.28667790893761,Technology,Information Technology Services,20800
133,HCC,Basic Materials,Coking Coal,-35.9678182678656,Basic Materials,Coking Coal,1417
134,SITC,Real Estate,REIT-Retail,6.776034236804559,Real Estate,REIT-Retail,361
135,LPSN,Technology,Software-Application,36.56756756756757,Technology,Software-Application,1213
136,IVR,Real Estate,REIT-Mortgage,3.3033033033032866,Real Estate,REIT-Mortgage,0
137,CSII,Healthcare,Medical Devices,35.93331961308912,Healthcare,Medical Devices,779
138,INN,Real Estate,REIT-Hotel & Motel,9.481361426256077,Real Estate,REIT-Hotel & Motel,59
139,LTHM,Basic Materials,Specialty Chemicals,-48.07017543859648,Basic Materials,Specialty Chemicals,800
140,FCPT,Real Estate,REIT-Hotel & Motel,-0.17736786094358692,Real Estate,REIT-Hotel & Motel,361
141,LNTH,Healthcare,Diagnostics & Research,17.99122379327158,Healthcare,Diagnostics & Research,508
142,AEGN,Industrials,Engineering & Construction,18.864550737595003,Industrials,Engineering & Construction,4900
143,NWN,Utilities,Utilities-Regulated Gas,15.095619150956194,Utilities,Utilities-Regulated Gas,1200
144,POWL,Industrials,Electrical Equipment & Parts,43.02918963053685,Industrials,Electrical Equipment & Parts,1997
145,CROX,Consumer Cyclical,Footwear & Accessories,31.43948436380998,Consumer Cyclical,Footwear & Accessories,3803
146,WRLD,Financial Services,Credit Services,-20.011574074074062,Financial Services,Credit Services,3744
147,FN,Technology,Electronic Components,12.338062924120912,Technology,Electronic Components,11506
148,WNC,Industrials,Farm & Heavy Construction Machinery,5.105513955071477,Industrials,Farm & Heavy Construction Machinery,6900
149,MRTN,Industrials,Trucking,9.958120055839913,Industrials,Trucking,4087
150,ZEUS,Basic Materials,Steel,-7.53348214285713,Basic Materials,Steel,1551
151,UCTT,Technology,Semiconductor Equipment & Materials,49.46740519812526,Technology,Semiconductor Equipment & Materials,3940
152,SLCA,Energy,Oil & Gas Equipment & Services,-119.1869918699187,Energy,Oil & Gas Equipment & Services,2177
153,TPRE,Financial Services,Insurance-Reinsurance,0.0950570342205303,Financial Services,Insurance-Reinsurance,35
154,AGO,Financial Services,Insurance-Specialty,17.258261933904528,Financial Services,Insurance-Specialty,441
155,INDB,Financial Services,Banks-Regional,4.168168168168167,Financial Services,Banks-Regional,1348
156,FIX,Industrials,Engineering & Construction,3.7713139418254813,Industrials,Engineering & Construction,12000
157,MOV,Consumer Cyclical,Luxury Goods,-46.9641214351426,Consumer Cyclical,Luxury Goods,1145
158,TISI,Industrials,Specialty Business Services,10.206637445209772,Industrials,Specialty Business Services,5500
159,PTEN,Energy,Oil & Gas Drilling,-15.52380952380953,Energy,Oil & Gas Drilling,5800
160,FRGI,Consumer Cyclical,Restaurants,-50.25278058645095,Consumer Cyclical,Restaurants,10480
161,SPXC,Industrials,Specialty Industrial Machinery,41.52908805031446,Industrials,Specialty Industrial Machinery,4500
162,UEIC,Technology,Consumer Electronics,46.096440872560265,Technology,Consumer Electronics,4347
163,AHH,Real Estate,REIT-Diversified,18.147138964577668,Real Estate,REIT-Diversified,169
164,FBK,Financial Services,Banks-Regional,16.44354635008842,Financial Services,Banks-Regional,1377
165,CPSI,Healthcare,Health Information Services,0.6060606060606066,Healthcare,Health Information Services,2000
166,PRSC,Healthcare,Medical Care Facilities,-8.381209868198718,Healthcare,Medical Care Facilities,3800
167,FELE,Industrials,Specialty Industrial Machinery,16.64340544312631,Industrials,Specialty Industrial Machinery,5500
168,LNN,Industrials,Farm & Heavy Construction Machinery,10.532347119491615,Industrials,Farm & Heavy Construction Machinery,1125
169,ACLS,Technology,Semiconductor Equipment & Materials,13.55052915542644,Technology,Semiconductor Equipment & Materials,960
170,RCII,Industrials,Rental & Leasing Services,39.32038834951456,Industrials,Rental & Leasing Services,14500
171,AAT,Real Estate,REIT-Diversified,6.448801742919392,Real Estate,REIT-Diversified,199
172,MCRI,Consumer Cyclical,Resorts & Casinos,10.9371781668383,Consumer Cyclical,Resorts & Casinos,2300
173,MPAA,Consumer Cyclical,Auto Parts,9.214707217430782,Consumer Cyclical,Auto Parts,4012
174,OSIS,Technology,Electronic Components,10.968830653166565,Technology,Electronic Components,6758
175,CRY,Healthcare,Medical Devices,-3.0269472129937256,Healthcare,Medical Devices,1200
176,UNF,Industrials,Specialty Business Services,31.4635112387365,Industrials,Specialty Business Services,14000
177,BEAT,Healthcare,Diagnostics & Research,-55.11879049676025,Healthcare,Diagnostics & Research,1700
178,ABTX,Financial Services,Banks-Regional,4.468085106382977,Financial Services,Banks-Regional,598
179,POWI,Technology,Semiconductors,33.27267212617531,Technology,Semiconductors,699
180,FLOW,Industrials,Specialty Industrial Machinery,32.94454675670144,Industrials,Specialty Industrial Machinery,5000
181,FFBC,Financial Services,Banks-Regional,-3.498427672955963,Financial Services,Banks-Regional,2065
182,AVD,Basic Materials,Agricultural Inputs,10.015408320493064,Basic Materials,Agricultural Inputs,671
183,HFWA,Financial Services,Banks-Regional,-9.469964664310952,Financial Services,Banks-Regional,857
184,SNEX,Financial Services,Capital Markets,21.707966414089704,Financial Services,Capital Markets,2950
185,FOE,Basic Materials,Specialty Chemicals,-12.407282535401224,Basic Materials,Specialty Chemicals,5922
186,WETF,Financial Services,Asset Management,-38.42975206611571,Financial Services,Asset Management,211
187,OXM,Consumer Cyclical,Apparel Manufacturing,-1.5380535666931803,Consumer Cyclical,Apparel Manufacturing,6100
188,AEIS,Industrials,Electrical Equipment & Parts,27.963483146067418,Industrials,Electrical Equipment & Parts,10917
189,AEL,Financial Services,Insurance-Life,-4.644169729368529,Financial Services,Insurance-Life,608
190,AXL,Consumer Cyclical,Auto Parts,-37.36059479553903,Consumer Cyclical,Auto Parts,20000
191,NBHC,Financial Services,Banks-Regional,9.256104486087445,Financial Services,Banks-Regional,1229
192,CONN,Consumer Cyclical,Specialty Retail,-69.00726392251816,Consumer Cyclical,Specialty Retail,4200
193,SPPI,Healthcare,Biotechnology,-207.69230769230768,Healthcare,Biotechnology,146
194,CNXN,Technology,Electronics & Computer Distribution,33.286347160692706,Technology,Electronics & Computer Distribution,2609
195,THRM,Consumer Cyclical,Auto Parts,4.122550123901775,Consumer Cyclical,Auto Parts,11000
196,HI,Industrials,Specialty Industrial Machinery,-27.28910237166015,Industrials,Specialty Industrial Machinery,11000
197,PRFT,Technology,Information Technology Services,44.627740395051006,Technology,Information Technology Services,3454
198,HLIT,Technology,Communication Equipment,32.179487179487175,Technology,Communication Equipment,1162
199,TGI,Industrials,Aerospace & Defense,29.362880886426584,Industrials,Aerospace & Defense,9989
200,FORR,Industrials,Consulting Services,-7.69784172661869,Industrials,Consulting Services,1823
201,MLAB,Technology,Scientific & Technical Instruments,9.170008019246193,Technology,Scientific & Technical Instruments,460
202,SPSC,Technology,Software-Infrastructure,-59.97834716708768,Technology,Software-Infrastructure,1363
203,BSIG,Financial Services,Asset Management,-21.03718199608609,Financial Services,Asset Management,54
204,SPTN,Consumer Defensive,Food Distribution,-45.71629213483146,Consumer Defensive,Food Distribution,10400
205,CAL,Consumer Cyclical,Footwear & Accessories,-25.642105263157895,Consumer Cyclical,Footwear & Accessories,11400
206,FOSL,Consumer Cyclical,Luxury Goods,-115.22842639593911,Consumer Cyclical,Luxury Goods,10200
207,AAWW,Industrials,Airports & Air Services,-93.03590859630032,Industrials,Airports & Air Services,3587
208,NWBI,Financial Services,Banks-Regional,-6.0733613950691625,Financial Services,Banks-Regional,2523
209,VVI,Industrials,Specialty Business Services,21.92592592592592,Industrials,Specialty Business Services,5361
210,ZYXI,Healthcare,Medical Devices,49.174078780177894,Healthcare,Medical Devices,283
211,MDRX,Healthcare,Health Information Services,-20.122261844116146,Healthcare,Health Information Services,9600
212,PLT,Technology,Communication Equipment,-41.88002926115581,Technology,Communication Equipment,6584
213,UVV,Consumer Defensive,Tobacco,-1.121626358219419,Consumer Defensive,Tobacco,24000
214,PIPR,Financial Services,Capital Markets,13.647735801851384,Financial Services,Capital Markets,1510
215,GWB,Financial Services,Banks-Regional,-1.5831894070235955,Financial Services,Banks-Regional,1607
216,CCRN,Industrials,Staffing & Employment Services,17.125645438898438,Industrials,Staffing & Employment Services,1700
217,CFFN,Financial Services,Banks-Regional,6.263656227239629,Financial Services,Banks-Regional,668
218,IVC,Healthcare,Medical Devices,43.01552106430155,Healthcare,Medical Devices,3900
219,PDFS,Technology,Software-Application,37.773830669034936,Technology,Software-Application,353
220,VIVO,Healthcare,Diagnostics & Research,-67.7584442169908,Healthcare,Diagnostics & Research,0
221,TWI,Industrials,Farm & Heavy Construction Machinery,-55.24861878453039,Industrials,Farm & Heavy Construction Machinery,6200
222,ENSG,Healthcare,Medical Care Facilities,3.9673793255455085,Healthcare,Medical Care Facilities,24500
223,HNGR,Healthcare,Medical Care Facilities,24.013038754074607,Healthcare,Medical Care Facilities,4800
224,HOPE,Financial Services,Banks-Regional,3.701211305518162,Financial Services,Banks-Regional,1416
225,WSR,Real Estate,REIT-Retail,-4.111600587371517,Real Estate,REIT-Retail,85
226,ICHR,Technology,Semiconductor Equipment & Materials,38.17252780282537,Technology,Semiconductor Equipment & Materials,1355
227,ZUMZ,Consumer Cyclical,Apparel Retail,26.43312101910828,Consumer Cyclical,Apparel Retail,2575
228,ADC,Real Estate,REIT-Retail,5.899957246686619,Real Estate,REIT-Retail,41
229,ENTA,Healthcare,Biotechnology,-28.569116218841057,Healthcare,Biotechnology,141
230,CVBF,Financial Services,Banks-Regional,-1.5291936978684053,Financial Services,Banks-Regional,0
231,HZO,Consumer Cyclical,Specialty Retail,-6.530856800479327,Consumer Cyclical,Specialty Retail,1736
232,EAT,Consumer Cyclical,Restaurants,3.5238095238095166,Consumer Cyclical,Restaurants,62200
233,SENEA,Consumer Defensive,Packaged Foods,29.884775680313798,Consumer Defensive,Packaged Foods,3200
234,GIII,Consumer Cyclical,Apparel Retail,-4.089552238805962,Consumer Cyclical,Apparel Retail,4000
235,MANT,Technology,Software-Application,29.431647471206812,Technology,Software-Application,8900
236,GCI,Communication Services,Publishing,-114.26332288401255,Communication Services,Publishing,21255
237,TUP,Consumer Cyclical,Packaging & Containers,-217.83216783216778,Consumer Cyclical,Packaging & Containers,11300
238,RGS,Consumer Cyclical,Personal Services,-4.364857302742012,Consumer Cyclical,Personal Services,7000
239,RLGY,Real Estate,Real Estate Services,-83.36776859504133,Real Estate,Real Estate Services,10150
240,BCOR,Financial Services,Asset Management,-12.892119357306814,Financial Services,Asset Management,690
241,AMWD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",33.068605875035885,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9900
242,ARI,Real Estate,REIT-Mortgage,0.4920721705850184,Real Estate,REIT-Mortgage,0
243,SYKE,Technology,Information Technology Services,25.466342254663427,Technology,Information Technology Services,54900
244,DBI,Consumer Cyclical,Apparel Retail,-73.12579415501905,Consumer Cyclical,Apparel Retail,15800
245,VSTO,Consumer Cyclical,Leisure,-33.42245989304813,Consumer Cyclical,Leisure,4400
246,CVCO,Consumer Cyclical,Residential Construction,14.888934384276798,Consumer Cyclical,Residential Construction,5000
247,EBIX,Technology,Software-Application,-70.96677641424725,Technology,Software-Application,7975
248,ELY,Consumer Cyclical,Leisure,23.160377358490567,Consumer Cyclical,Leisure,4200
249,HSTM,Healthcare,Health Information Services,7.499999999999997,Healthcare,Health Information Services,849
250,USNA,Consumer Defensive,Household & Personal Products,-49.07702100572883,Consumer Defensive,Household & Personal Products,1909
251,PBF,Energy,Oil & Gas Refining & Marketing,-16.735734778450738,Energy,Oil & Gas Refining & Marketing,3442
252,GPRE,Basic Materials,Specialty Chemicals,7.9066753078418595,Basic Materials,Specialty Chemicals,820
253,MTRN,Basic Materials,Other Industrial Metals & Mining,21.05971404541632,Basic Materials,Other Industrial Metals & Mining,2600
254,GCO,Consumer Cyclical,Apparel Retail,5.717863105175296,Consumer Cyclical,Apparel Retail,5650
255,LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",5.908513341804318,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9500
256,VTOL,Energy,Oil & Gas Equipment & Services,7.374631268436578,Energy,Oil & Gas Equipment & Services,0
257,HMN,Financial Services,Insurance-Property & Casualty,4.603756298671549,Financial Services,Insurance-Property & Casualty,1538
258,RRC,Energy,Oil & Gas E&P,-127.42268041237115,Energy,Oil & Gas E&P,655
259,ATI,Industrials,Metal Fabrication,-32.575024201355276,Industrials,Metal Fabrication,8100
260,SBSI,Financial Services,Banks-Regional,11.173936456650507,Financial Services,Banks-Regional,845
261,ENDP,Healthcare,Drug Manufacturers-Specialty & Generic,-107.88912579957355,Healthcare,Drug Manufacturers-Specialty & Generic,3172
262,SEM,Healthcare,Medical Care Facilities,33.07626392459297,Healthcare,Medical Care Facilities,35700
263,MTH,Consumer Cyclical,Residential Construction,26.23138602520046,Consumer Cyclical,Residential Construction,1510
264,SSP,Communication Services,Broadcasting,-19.54169318905156,Communication Services,Broadcasting,5900
265,IBTX,Financial Services,Banks-Regional,4.834054834054833,Financial Services,Banks-Regional,1469
266,MTDR,Energy,Oil & Gas E&P,-8.514190317195332,Energy,Oil & Gas E&P,304
267,BHE,Technology,Electronic Components,26.01862630966239,Technology,Electronic Components,10600
268,RGR,Industrials,Aerospace & Defense,-15.840952583457357,Industrials,Aerospace & Defense,1609
269,TBI,Industrials,Staffing & Employment Services,-1.3715710723192098,Industrials,Staffing & Employment Services,6200
270,LGIH,Consumer Cyclical,Residential Construction,16.065109695682956,Consumer Cyclical,Residential Construction,953
271,OFIX,Healthcare,Medical Devices,-17.171935902988306,Healthcare,Medical Devices,1055
272,PLUS,Technology,Software-Application,6.014948392454629,Technology,Software-Application,1497
273,UNIT,Real Estate,REIT-Specialty,-142.50913520097438,Real Estate,REIT-Specialty,899
274,ARCB,Industrials,Trucking,-36.30434782608694,Industrials,Trucking,13000
275,RUTH,Consumer Cyclical,Restaurants,-6.133700895933843,Consumer Cyclical,Restaurants,5740
276,CHUY,Consumer Cyclical,Restaurants,12.34567901234569,Consumer Cyclical,Restaurants,9000
277,RGP,Industrials,Consulting Services,-2.3270055113288586,Industrials,Consulting Services,929
278,SFBS,Financial Services,Banks-Regional,10.429936305732483,Financial Services,Banks-Regional,496
279,SUPN,Healthcare,Drug Manufacturers-Specialty & Generic,-60.75042158516022,Healthcare,Drug Manufacturers-Specialty & Generic,464
280,ATNI,Communication Services,Telecom Services,-34.64524282361437,Communication Services,Telecom Services,1700
281,GKOS,Healthcare,Medical Instruments & Supplies,-17.11033596475124,Healthcare,Medical Instruments & Supplies,600
282,TSE,Basic Materials,Specialty Chemicals,-31.8194033861865,Basic Materials,Specialty Chemicals,2700
283,IIIN,Industrials,Metal Fabrication,-2.7919962773383036,Industrials,Metal Fabrication,881
284,KNSL,Financial Services,Insurance-Property & Casualty,42.94707849695062,Financial Services,Insurance-Property & Casualty,275
