,Ticker,pct change,Industry,Sector,FullTimeEmployees
183,HI,18.232662192393747,Industrials,Specialty Industrial Machinery,11000
184,AMPH,18.139293139293134,Healthcare,Drug Manufacturers-Specialty & Generic,2027
185,WETF,17.92828685258964,Financial Services,Asset Management,211
186,GBX,17.91744840525328,Industrials,Railroads,10600
187,EIG,17.905405405405396,Financial Services,Insurance-Specialty,704
188,KELYA,17.89512284561789,Industrials,Staffing & Employment Services,7700
189,UHT,17.29463453601385,Real Estate,REIT-Healthcare Facilities,0
190,NXRT,17.287043664996425,Real Estate,REIT-Residential,3
191,GTLS,17.221510883482715,Industrials,Specialty Industrial Machinery,5743
192,HFWA,17.20779220779221,Financial Services,Banks-Regional,857
193,FBNC,17.10563579722459,Financial Services,Banks-Regional,1065
194,CPK,16.740929344366634,Utilities,Utilities-Regulated Gas,955
195,CTS,16.50485436893204,Technology,Electronic Components,3570
196,MERC,16.433566433566444,Basic Materials,Paper & Paper Products,2325
197,FWRD,16.103760445682454,Industrials,Integrated Freight & Logistics,4640
198,JJSF,15.978396891259974,Consumer Defensive,Packaged Foods,4100
199,USNA,15.86765698852127,Consumer Defensive,Household & Personal Products,1909
200,PCRX,15.772179627601304,Healthcare,Drug Manufacturers-Specialty & Generic,606
201,RES,15.707011359185277,Energy,Oil & Gas Equipment & Services,2700
202,RRGB,15.69148936170213,Consumer Cyclical,Restaurants,24586
203,MOV,15.683229813664608,Consumer Cyclical,Luxury Goods,1145
204,NX,15.598290598290593,Industrials,Building Products & Equipment,3767
205,CENT,15.596094552929085,Consumer Defensive,Packaged Foods,5600
206,LCII,15.576923076923077,Consumer Cyclical,Recreational Vehicles,10500
207,GCP,15.517241379310342,Basic Materials,Specialty Chemicals,2000
208,MTDR,15.41920976549952,Energy,Oil & Gas E&P,304
209,MDC,15.181932245922209,Consumer Cyclical,Residential Construction,1656
210,ECHO,15.178571428571427,Industrials,Integrated Freight & Logistics,2513
211,FCPT,15.136186770428017,Real Estate,REIT-Hotel & Motel,361
212,XHR,15.00694766095414,Real Estate,REIT-Hotel & Motel,48
213,KWR,14.782147357251802,Basic Materials,Specialty Chemicals,4500
214,LNN,14.580498866213151,Industrials,Farm & Heavy Construction Machinery,1125
215,IRDM,14.406779661016959,Communication Services,Telecom Services,497
216,SXI,14.383897889052522,Industrials,Specialty Industrial Machinery,3800
217,TBK,14.126984126984125,Financial Services,Banks-Regional,1122
218,KAMN,14.123045547246774,Industrials,Aerospace & Defense,2935
219,CPS,14.057142857142857,Consumer Cyclical,Auto Parts,28000
220,ABTX,13.811420982735715,Financial Services,Banks-Regional,598
221,SBCF,13.605712019040062,Financial Services,Banks-Regional,968
222,SRDX,13.571428571428573,Healthcare,Diagnostics & Research,370
223,VREX,13.318396813542446,Healthcare,Medical Devices,2000
224,SNEX,13.284740183399949,Financial Services,Capital Markets,2950
225,DSPG,13.200000000000003,Technology,Semiconductors,340
226,DIOD,13.184513428671089,Technology,Semiconductors,6605
227,WIRE,13.155190133607398,Industrials,Electrical Equipment & Parts,1380
228,LCI,13.146551724137934,Healthcare,Drug Manufacturers-Specialty & Generic,954
229,WTS,13.100724160632,Industrials,Specialty Industrial Machinery,4800
230,RC,12.871287128712877,Real Estate,REIT-Mortgage,500
231,AEIS,12.803793716656786,Industrials,Electrical Equipment & Parts,10917
232,CNMD,12.517166960957418,Healthcare,Medical Devices,3300
233,AVD,12.468193384223916,Basic Materials,Agricultural Inputs,671
234,FELE,12.09150326797385,Industrials,Specialty Industrial Machinery,5500
235,HTLD,11.739502999143095,Industrials,Trucking,4050
236,ARCB,11.608391608391605,Industrials,Trucking,13000
237,CLDT,11.511423550087876,Real Estate,REIT-Hotel & Motel,39
238,GVA,11.508749802932362,Industrials,Engineering & Construction,7000
239,BDN,11.489829576690488,Real Estate,REIT-Office,337
240,AHH,11.268512556342564,Real Estate,REIT-Diversified,169
241,AIT,11.233480176211442,Industrials,Industrial Distribution,6141
242,SYKE,11.192368839427662,Technology,Information Technology Services,54900
243,BIG,10.952804986642919,Consumer Defensive,Discount Stores,10500
244,BKE,10.947368421052637,Consumer Cyclical,Apparel Retail,2800
245,WDFC,10.88983050847457,Basic Materials,Specialty Chemicals,522
246,SAFT,10.820895522388062,Financial Services,Insurance-Property & Casualty,609
247,TSE,10.812672176308533,Basic Materials,Specialty Chemicals,2700
248,INDB,10.737294201861122,Financial Services,Banks-Regional,1348
249,PLXS,10.573122529644271,Technology,Electronic Components,19500
250,AAWW,10.059676044330773,Industrials,Airports & Air Services,3587
251,TBI,10.0,Industrials,Staffing & Employment Services,6200
252,ATI,9.983429991714997,Industrials,Metal Fabrication,8100
253,CTRE,9.546539379474948,Real Estate,REIT-Healthcare Facilities,52
254,ITRI,9.530791788856305,Technology,Scientific & Technical Instruments,6700
255,HMST,9.499136442141625,Financial Services,Banks-Regional,999
256,NP,9.376723662437948,Basic Materials,Paper & Paper Products,2324
257,RGS,9.374999999999996,Consumer Cyclical,Personal Services,7000
258,GCI,9.177592371871281,Communication Services,Publishing,21255
259,NEO,9.029345372460487,Healthcare,Diagnostics & Research,1700
260,HSII,8.961303462321789,Industrials,Staffing & Employment Services,1746
261,ADC,8.825816485225504,Real Estate,REIT-Retail,41
262,RMBS,8.720112517580873,Technology,Semiconductors,685
263,TRST,8.695652173913032,Financial Services,Banks-Regional,771
264,AEGN,8.53322847031065,Industrials,Engineering & Construction,4900
265,IRT,8.523290386521303,Real Estate,REIT-Residential,410
266,COLB,8.471454880294658,Financial Services,Banks-Regional,2162
267,ENSG,8.378378378378375,Healthcare,Medical Care Facilities,24500
268,FUL,8.353443475032487,Basic Materials,Specialty Chemicals,6369
269,LZB,8.333333333333327,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9500
270,CAL,8.154121863799274,Consumer Cyclical,Footwear & Accessories,11400
271,IBTX,8.062130177514787,Financial Services,Banks-Regional,1469
272,FF,7.806955287437897,Basic Materials,Chemicals,538
273,CCOI,7.72626931567329,Communication Services,Telecom Services,1110
274,FORR,7.692307692307705,Industrials,Consulting Services,1823
275,DEA,7.685098406747894,Real Estate,REIT-Office,37
276,AAON,7.493188010899182,Industrials,Building Products & Equipment,2290
277,HUBG,7.411273486430058,Industrials,Integrated Freight & Logistics,5000
278,UNFI,7.245788512279278,Consumer Defensive,Food Distribution,28300
279,ENVA,7.236842105263156,Financial Services,Credit Services,1325
280,MDP,7.1915215745647245,Communication Services,Publishing,5290
281,PRFT,7.026743576297849,Technology,Information Technology Services,3454
282,VNDA,6.907894736842099,Healthcare,Biotechnology,284
283,PKE,6.717557251908398,Industrials,Aerospace & Defense,136
284,JOE,6.6481994459833755,Real Estate,Real Estate-Diversified,55
285,ABCB,6.431535269709546,Financial Services,Banks-Regional,2656
286,VIVO,6.428571428571431,Healthcare,Diagnostics & Research,0
287,ANIK,6.251159339640136,Healthcare,Biotechnology,154
288,HMN,6.235827664399093,Financial Services,Insurance-Property & Casualty,1538
289,ANIP,6.2063615205585725,Healthcare,Drug Manufacturers-Specialty & Generic,338
290,BKU,6.188605108055,Financial Services,Banks-Regional,1493
291,CALM,6.186726659167604,Consumer Defensive,Farm Products,3461
292,CRMT,6.047032474804022,Consumer Cyclical,Auto & Truck Dealerships,1750
293,VRA,5.911330049261075,Consumer Cyclical,Footwear & Accessories,2700
294,PFBC,5.733242599523655,Financial Services,Banks-Regional,279
295,ARI,5.636856368563682,Real Estate,REIT-Mortgage,0
296,RGR,5.550581915846019,Industrials,Aerospace & Defense,1609
297,STBA,5.501130369253969,Financial Services,Banks-Regional,1201
298,TTMI,5.36056158264199,Technology,Electronic Components,25700
299,VRTS,5.258583224684918,Financial Services,Asset Management,578
300,DLX,5.192608016658002,Communication Services,Advertising Agencies,6388
301,CASH,5.180787911494885,Financial Services,Banks-Regional,1015
302,GTY,5.0441826215022125,Real Estate,REIT-Retail,31
303,PRA,4.811898512685914,Financial Services,Insurance-Property & Casualty,961
304,WABC,4.701931150293866,Financial Services,Banks-Regional,737
305,TNC,4.6799724707501795,Industrials,Specialty Industrial Machinery,4373
306,SCVL,4.411214953271027,Consumer Cyclical,Apparel Retail,2200
307,UVE,4.387568555758694,Financial Services,Insurance-Property & Casualty,805
308,CVBF,4.329371816638369,Financial Services,Banks-Regional,0
309,MLAB,4.151246983105388,Technology,Scientific & Technical Instruments,460
310,BRC,4.089709762532974,Industrials,Security & Protection Services,5400
311,HVT,3.7527593818984455,Consumer Cyclical,Home Improvement Retail,3425
312,TUP,3.7320574162679474,Consumer Cyclical,Packaging & Containers,11300
313,ZUMZ,3.721488595438169,Consumer Cyclical,Apparel Retail,2575
314,CHCO,3.527493700904099,Financial Services,Banks-Regional,921
315,SFBS,3.5180722891566285,Financial Services,Banks-Regional,496
316,WSR,3.4698126301179735,Real Estate,REIT-Retail,85
317,POWI,3.4670292318150877,Technology,Semiconductors,699
318,ESE,3.402489626556012,Technology,Scientific & Technical Instruments,2713
319,BHLB,3.2786885245901716,Financial Services,Banks-Regional,1507
320,ANGO,3.217077570655443,Healthcare,Medical Instruments & Supplies,800
321,MXL,3.179409538228627,Technology,Semiconductors,697
322,NTGR,3.1489361702127683,Technology,Communication Equipment,803
323,NSIT,3.029511621833368,Technology,Information Technology Services,11261
324,APEI,2.9940119760479043,Consumer Defensive,Education & Training Services,1410
325,USPH,2.8393351800553974,Healthcare,Medical Care Facilities,3200
326,RNST,2.665688432379563,Financial Services,Banks-Regional,2527
327,BJRI,2.335164835164839,Consumer Cyclical,Restaurants,22725
328,SWM,2.27072310405644,Basic Materials,Paper & Paper Products,3400
329,RLGY,2.226415094339622,Real Estate,Real Estate Services,10150
330,ADUS,1.867816091954019,Healthcare,Medical Care Facilities,5002
331,PFS,1.8539117538005194,Financial Services,Banks-Regional,968
332,TGI,1.65441176470588,Industrials,Aerospace & Defense,9989
333,PSMT,1.6260162601625918,Consumer Defensive,Discount Stores,9500
334,PPBI,1.6249999999999967,Financial Services,Banks-Regional,989
335,VBTX,1.5585357013410646,Financial Services,Banks-Regional,676
336,VGR,1.4298480786416456,Consumer Defensive,Tobacco,1418
337,FCF,1.3966480446927447,Financial Services,Banks-Regional,1399
338,EXTN,1.3358778625954253,Energy,Oil & Gas Equipment & Services,3600
339,PLAY,1.2869313032445184,Consumer Cyclical,Restaurants,15908
340,NWN,1.2573344509639566,Utilities,Utilities-Regulated Gas,1200
341,DBI,1.1676786548341895,Consumer Cyclical,Apparel Retail,15800
342,SCL,1.0890211472711149,Basic Materials,Specialty Chemicals,2284
343,JRVR,0.8997750562359396,Financial Services,Insurance-Specialty,800
344,HSTM,0.8635578583765081,Healthcare,Health Information Services,849
345,CRY,0.7832898172323686,Healthcare,Medical Devices,1200
346,HSKA,0.73556913103103,Healthcare,Diagnostics & Research,386
347,STAR,0.707964601769912,Real Estate,REIT-Diversified,155
348,DHC,0.5221932114882396,Real Estate,REIT-Healthcare Facilities,0
349,DRH,0.17714791851195372,Real Estate,REIT-Hotel & Motel,31
350,UCBI,0.03553660270078736,Financial Services,Banks-Regional,2414
351,CEIX,0.0,Energy,Thermal Coal,1792
352,NBHC,-0.21584952204748778,Financial Services,Banks-Regional,1229
353,REX,-0.2898900833433928,Energy,Oil & Gas Refining & Marketing,128
354,BRKL,-0.31847133757962237,Financial Services,Banks-Regional,763
355,ECOL,-0.49019607843137253,Industrials,Waste Management,3800
356,WRE,-1.060411311053979,Real Estate,REIT-Office,125
357,IOSP,-1.0623229461756374,Basic Materials,Specialty Chemicals,2000
358,FMBI,-1.124531445231152,Financial Services,Banks-Regional,2122
359,SBSI,-1.4251781472683993,Financial Services,Banks-Regional,845
360,ONB,-1.7191977077363938,Financial Services,Banks-Regional,2484
361,ETH,-1.7482517482517481,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3369
362,BANR,-1.8142235123367199,Financial Services,Banks-Regional,2198
363,NWBI,-2.0322773460848764,Financial Services,Banks-Regional,2523
364,DCOM,-2.147971360381858,Financial Services,Banks-Regional,421
365,NTUS,-2.225130890052341,Healthcare,Medical Devices,1484
366,AMSF,-2.353896103896097,Financial Services,Insurance-Specialty,431
367,VIAV,-2.4027459954233303,Technology,Communication Equipment,3600
368,ABG,-2.499999999999991,Consumer Cyclical,Auto & Truck Dealerships,8500
369,CTB,-2.545968882602542,Consumer Cyclical,Auto Parts,8720
370,LMNX,-2.6395939086294398,Healthcare,Medical Instruments & Supplies,1257
371,BFS,-2.8178137651821893,Real Estate,REIT-Retail,116
372,ONTO,-3.1701444622792905,Technology,Semiconductors,1340
373,TWI,-3.1832298136645836,Industrials,Farm & Heavy Construction Machinery,6200
374,STC,-3.2624113475177365,Financial Services,Insurance-Property & Casualty,5300
375,UBA,-3.2658693652253956,Real Estate,REIT-Retail,105
376,EPAC,-3.359683794466395,Industrials,Specialty Industrial Machinery,2300
377,UFCS,-3.5541904344010633,Financial Services,Insurance-Property & Casualty,1173
378,OPI,-3.8834951456310813,Real Estate,REIT-Office,0
379,NYMT,-3.88978930307942,Real Estate,REIT-Mortgage,55
380,INN,-3.939592908732762,Real Estate,REIT-Hotel & Motel,59
381,JBSS,-4.015810276679852,Consumer Defensive,Packaged Foods,1370
382,CNXN,-4.082411293399467,Technology,Electronics & Computer Distribution,2609
383,CSII,-4.263402279442794,Healthcare,Medical Devices,779
384,FFBC,-4.554079696394684,Financial Services,Banks-Regional,2065
385,RWT,-4.588394062078271,Real Estate,REIT-Mortgage,372
386,ZEUS,-4.69986040018614,Basic Materials,Steel,1551
387,CHUY,-4.812834224598923,Consumer Cyclical,Restaurants,9000
388,MEI,-4.862842892768069,Technology,Electronic Components,6044
389,MPAA,-4.961984793917575,Consumer Cyclical,Auto Parts,4012
390,CPF,-5.0284948038887025,Financial Services,Banks-Regional,789
391,BHE,-5.154639175257731,Technology,Electronic Components,10600
392,MNRO,-5.179982440737482,Consumer Cyclical,Auto Parts,8184
393,SFNC,-5.341506129597192,Financial Services,Banks-Regional,2904
394,PMT,-5.476042314872427,Real Estate,REIT-Mortgage,1
395,SJI,-5.667627281460133,Utilities,Utilities-Diversified,1100
396,NFBK,-5.67915690866512,Financial Services,Banks-Regional,357
397,SAFE,-5.681818181818182,Real Estate,REIT-Diversified,0
398,BCPC,-5.756823821339951,Basic Materials,Specialty Chemicals,1341
399,EGBN,-5.785837651122628,Financial Services,Banks-Regional,515
400,AMCX,-6.0465976331361,Communication Services,Broadcasting,2114
401,GPMT,-6.257046223224369,Real Estate,REIT-Mortgage,0
402,ROIC,-6.265664160401002,Real Estate,REIT-Retail,73
403,PRK,-6.52884615384616,Financial Services,Banks-Regional,1907
404,CLB,-6.645367412140576,Energy,Oil & Gas Equipment & Services,3800
405,BPFH,-6.796116504854374,Financial Services,Banks-Regional,779
406,NPK,-6.988436400201109,Industrials,Aerospace & Defense,919
407,ABM,-7.078472958642634,Industrials,Specialty Business Services,140000
408,HMSY,-7.138643067846613,Healthcare,Health Information Services,3100
409,LTC,-7.164179104477624,Real Estate,REIT-Healthcare Facilities,22
410,GWB,-7.412060301507545,Financial Services,Banks-Regional,1607
411,KREF,-7.446276861569206,Real Estate,REIT-Mortgage,0
412,MYRG,-7.668625804645962,Industrials,Engineering & Construction,7100
413,FBM,-7.978363759296833,Industrials,Industrial Distribution,3400
414,RGP,-8.090614886731393,Industrials,Consulting Services,929
415,MTSC,-8.193668528864057,Technology,Scientific & Technical Instruments,3500
416,MCS,-8.409506398537467,Communication Services,Entertainment,3465
417,CBU,-8.57674418604651,Financial Services,Banks-Regional,2752
418,XNCR,-8.713503649635019,Healthcare,Biotechnology,166
419,HAFC,-9.225700164744637,Financial Services,Banks-Regional,633
