Ticker,pct change,Sector,Industry,Full Time Emp,Year
NMIH,-33.00000000000001,Financial Services,Insurance-Property & Casualty,261.0,2020
OSIS,6.026712998153976,Technology,Electronic Components,6758.0,2020
DFIN,51.39484978540773,Financial Services,Capital Markets,2900.0,2020
AGO,-43.071161048689156,Financial Services,Insurance-Specialty,441.0,2020
HZO,40.3472014366956,Consumer Cyclical,Specialty Retail,1736.0,2020
MYRG,51.92500836960161,Industrials,Engineering & Construction,7100.0,2020
NWBI,-26.446945337620587,Financial Services,Banks-Regional,2523.0,2020
CHS,-157.61589403973508,Consumer Cyclical,Apparel Retail,4788.0,2020
AKR,-63.82838283828383,Real Estate,REIT-Retail,118.0,2020
PIPR,21.390425329010103,Financial Services,Capital Markets,1510.0,2020
AVAV,20.2752842609216,Industrials,Aerospace & Defense,823.0,2020
TNC,-9.827904992177494,Industrials,Specialty Industrial Machinery,4373.0,2020
UFCS,-71.41750580945003,Financial Services,Insurance-Property & Casualty,1173.0,2020
FSS,4.739336492891,Industrials,Pollution & Treatment Controls,3600.0,2020
ECHO,28.195628010374215,Industrials,Integrated Freight & Logistics,2513.0,2020
APOG,-3.177691309987031,Industrials,Building Products & Equipment,7200.0,2020
AMPH,-0.371549893842889,Healthcare,Drug Manufacturers-Specialty & Generic,2027.0,2020
IIIN,7.8665568369028005,Industrials,Metal Fabrication,881.0,2020
HOPE,-29.395348837209305,Financial Services,Banks-Regional,1416.0,2020
GBX,33.691164327002475,Industrials,Railroads,10600.0,2020
SLCA,19.30926216640503,Energy,Oil & Gas Equipment & Services,2177.0,2020
XPER,18.819374369323917,Technology,Semiconductor Equipment & Materials,1900.0,2020
REX,12.688296639629204,Energy,Oil & Gas Refining & Marketing,128.0,2020
PKE,-10.028449502133713,Industrials,Aerospace & Defense,136.0,2020
CRMT,4.164120471409862,Consumer Cyclical,Auto & Truck Dealerships,1750.0,2020
IOSP,-13.909306796336079,Basic Materials,Specialty Chemicals,2000.0,2020
CKH,10.67015209125474,Energy,Oil & Gas Equipment & Services,2309.0,2020
CHRS,-1.2345679012345616,Healthcare,Biotechnology,306.0,2020
ITGR,-8.210846426761282,Healthcare,Medical Devices,8250.0,2020
PVAC,-97.87037037037037,Energy,Oil & Gas E&P,94.0,2020
ENSG,40.37725893681572,Healthcare,Medical Care Facilities,24500.0,2020
INDB,6.014058838844039,Financial Services,Banks-Regional,1348.0,2020
JJSF,-7.947666471392312,Consumer Defensive,Packaged Foods,4100.0,2020
MATW,-29.7635605006954,Industrials,Conglomerates,11000.0,2020
PRA,-65.32389765922699,Financial Services,Insurance-Property & Casualty,961.0,2020
SHAK,21.37778295838676,Consumer Cyclical,Restaurants,7603.0,2020
CLI,-61.58940397350994,Real Estate,REIT-Office,283.0,2020
LOCO,23.825317855168603,Consumer Cyclical,Restaurants,5005.0,2020
DCOM,-19.962917181705812,Financial Services,Banks-Regional,421.0,2020
PFS,-28.87005649717514,Financial Services,Banks-Regional,968.0,2020
KN,-10.28507546115148,Technology,Communication Equipment,8500.0,2020
ACLS,16.17493925720236,Technology,Semiconductor Equipment & Materials,960.0,2020
NX,21.209426411738548,Industrials,Building Products & Equipment,3767.0,2020
NEO,37.77992277992278,Healthcare,Diagnostics & Research,1700.0,2020
UCBI,-0.359453630481673,Financial Services,Banks-Regional,2414.0,2020
AMBC,-20.868584320360966,Financial Services,Insurance-Specialty,103.0,2020
WETF,13.552361396303905,Financial Services,Asset Management,211.0,2020
BSIG,50.695931477516055,Financial Services,Asset Management,54.0,2020
PDFS,31.418624891209753,Technology,Software-Application,353.0,2020
SGH,11.058684753759945,Technology,Semiconductors,1754.0,2020
BJRI,-19.208870242733006,Consumer Cyclical,Restaurants,22725.0,2020
RRC,58.391123439667126,Energy,Oil & Gas E&P,655.0,2020
RWT,-96.76339285714283,Real Estate,REIT-Mortgage,372.0,2020
MDP,-47.37616478666013,Communication Services,Publishing,5290.0,2020
MTSC,13.187189587258096,Technology,Scientific & Technical Instruments,3500.0,2020
PRK,7.607743943963427,Financial Services,Banks-Regional,1907.0,2020
DEA,-6.887417218543057,Real Estate,REIT-Office,37.0,2020
XNCR,28.7423892504724,Healthcare,Biotechnology,166.0,2020
ROIC,-19.46647440519107,Real Estate,REIT-Retail,73.0,2020
PRDO,-38.473520249221195,Consumer Defensive,Education & Training Services,2250.0,2020
MTDR,-17.926045016077175,Energy,Oil & Gas E&P,304.0,2020
NBHC,1.9548872180451087,Financial Services,Banks-Regional,1229.0,2020
ADC,-13.007888078583136,Real Estate,REIT-Retail,41.0,2020
CRVL,3.9542689322425115,Financial Services,Insurance Brokers,3824.0,2020
DLX,-70.61946902654869,Communication Services,Advertising Agencies,6388.0,2020
HSC,15.148063781321175,Industrials,Specialty Industrial Machinery,10500.0,2020
AIR,-20.486700622524033,Industrials,Aerospace & Defense,4200.0,2020
PNTG,55.852842809364546,Healthcare,Medical Care Facilities,4700.0,2020
RNST,7.314949201741664,Financial Services,Banks-Regional,2527.0,2020
LCII,18.64215206088464,Consumer Cyclical,Recreational Vehicles,10500.0,2020
CPK,12.82957325360153,Utilities,Utilities-Regulated Gas,955.0,2020
ALEX,-30.041641879833442,Real Estate,REIT-Diversified,793.0,2020
CVGW,-2.680605816914623,Consumer Defensive,Packaged Foods,3657.0,2020
PFBC,-26.760860396457186,Financial Services,Banks-Regional,279.0,2020
CPF,-48.3681112894596,Financial Services,Banks-Regional,789.0,2020
STMP,63.11828489379611,Technology,Software-Application,1313.0,2020
PRGS,-4.734277094453467,Technology,Software-Application,1538.0,2020
LTC,-16.330645161290313,Real Estate,REIT-Healthcare Facilities,22.0,2020
RRGB,-69.78305785123966,Consumer Cyclical,Restaurants,24586.0,2020
HT,-53.85527876631081,Real Estate,REIT-Hotel & Motel,49.0,2020
GCP,5.9271803556308305,Basic Materials,Specialty Chemicals,2000.0,2020
VGR,-2.5761124121779866,Consumer Defensive,Tobacco,1418.0,2020
OMI,78.19575060954372,Healthcare,Medical Distribution,15400.0,2020
KLIC,23.998238661382647,Technology,Semiconductor Equipment & Materials,2544.0,2020
USCR,4.635584137191846,Basic Materials,Building Materials,3173.0,2020
MATX,37.89237668161435,Industrials,Marine Shipping,1988.0,2020
KRA,40.67796610169492,Basic Materials,Specialty Chemicals,1944.0,2020
PGTI,19.855222337125127,Industrials,Building Products & Equipment,3000.0,2020
RMBS,13.326051338066627,Technology,Semiconductors,685.0,2020
EZPW,-25.910931174089054,Financial Services,Credit Services,6800.0,2020
IVC,15.587266739846314,Healthcare,Medical Devices,3900.0,2020
GVA,-1.6104868913857668,Industrials,Engineering & Construction,7000.0,2020
KWR,33.44558027660853,Basic Materials,Specialty Chemicals,4500.0,2020
ETH,15.000000000000007,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3369.0,2020
CNMD,7.336188827121112,Healthcare,Medical Devices,3300.0,2020
RUTH,-23.94195888754535,Consumer Cyclical,Restaurants,5740.0,2020
POWL,-37.018592297476765,Industrials,Electrical Equipment & Parts,1997.0,2020
HMSY,16.45259938837921,Healthcare,Health Information Services,3100.0,2020
MED,51.67533506701341,Consumer Cyclical,Personal Services,550.0,2020
CVBF,-4.371859296482417,Financial Services,Banks-Regional,0.0,2020
GEO,-64.92693110647181,Real Estate,REIT-Healthcare Facilities,23000.0,2020
ENVA,-4.5473508552357105,Financial Services,Credit Services,1325.0,2020
SCSC,-25.00895736295235,Technology,Electronics & Computer Distribution,2200.0,2020
WDFC,29.234848484848484,Basic Materials,Specialty Chemicals,522.0,2020
AMCX,-11.385083713850843,Communication Services,Broadcasting,2114.0,2020
TBI,-15.681098204857438,Industrials,Staffing & Employment Services,6200.0,2020
GMS,5.583038869257957,Industrials,Building Products & Equipment,5308.0,2020
FIX,12.650602409638553,Industrials,Engineering & Construction,12000.0,2020
LPI,91.1840082009226,Energy,Oil & Gas E&P,280.0,2020
AWR,-12.514292974209134,Utilities,Utilities-Regulated Water,841.0,2020
AX,23.0327868852459,Financial Services,Banks-Regional,1108.0,2020
OSUR,42.58957654723127,Healthcare,Medical Instruments & Supplies,472.0,2020
CVET,57.483581057725544,Healthcare,Health Information Services,5100.0,2020
ROCK,21.924674208792776,Industrials,Building Products & Equipment,1932.0,2020
SPTN,31.186440677966097,Consumer Defensive,Food Distribution,10400.0,2020
BPFH,-42.14463840399004,Financial Services,Banks-Regional,779.0,2020
CYH,47.361963190184056,Healthcare,Medical Care Facilities,63000.0,2020
CNXN,-5.907352316192097,Technology,Electronics & Computer Distribution,2609.0,2020
CASH,-5.708605509798347,Financial Services,Banks-Regional,1015.0,2020
RES,-21.122994652406415,Energy,Oil & Gas Equipment & Services,2700.0,2020
IPAR,-19.052540913006034,Consumer Defensive,Household & Personal Products,402.0,2020
RYAM,52.24806201550387,Basic Materials,Chemicals,4000.0,2020
CHEF,-53.06980656013456,Consumer Defensive,Food Distribution,2447.0,2020
CXW,-105.54123711340206,Real Estate,REIT-Specialty,14075.0,2020
CCRN,-1.4344262295082026,Industrials,Staffing & Employment Services,1700.0,2020
PLUS,5.545023696682472,Technology,Software-Application,1497.0,2020
CLF,48.15361890694239,Basic Materials,Steel,2372.0,2020
BHE,-11.724137931034484,Technology,Electronic Components,10600.0,2020
UEIC,8.03936130709246,Technology,Consumer Electronics,4347.0,2020
VSTO,64.56843109203623,Consumer Cyclical,Leisure,4400.0,2020
PTEN,-38.81118881118882,Energy,Oil & Gas Drilling,5800.0,2020
EGOV,21.363092865683537,Technology,Software-Application,1000.0,2020
SITC,-19.9056603773585,Real Estate,REIT-Retail,361.0,2020
SEM,12.120046171604457,Healthcare,Medical Care Facilities,35700.0,2020
HA,-48.061603823685616,Industrials,Airlines,7087.0,2020
CEVA,31.573680260195143,Technology,Semiconductors,382.0,2020
TISI,-30.518234165067177,Industrials,Specialty Business Services,5500.0,2020
SYKE,16.1298377028714,Technology,Information Technology Services,54900.0,2020
SPXC,9.814372358022416,Industrials,Specialty Industrial Machinery,4500.0,2020
FBM,7.183758459135879,Industrials,Industrial Distribution,3400.0,2020
PRAA,16.760828625235398,Financial Services,Credit Services,3811.0,2020
IRT,-5.387931034482759,Real Estate,REIT-Residential,410.0,2020
CENTA,14.741035856573703,Consumer Defensive,Packaged Foods,5600.0,2020
YETI,49.65383550263085,Consumer Cyclical,Leisure,790.0,2020
EPAY,-7.7820229237884675,Technology,Software-Infrastructure,2000.0,2020
GDOT,46.438746438746435,Financial Services,Credit Services,1200.0,2020
FFBC,-36.04980192416523,Financial Services,Banks-Regional,2065.0,2020
SNBR,41.87697160883281,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4000.0,2020
LPSN,29.048442906574394,Technology,Software-Application,1213.0,2020
AIT,18.5236593059937,Industrials,Industrial Distribution,6141.0,2020
CSGS,-7.765520224962154,Technology,Software-Infrastructure,4339.0,2020
SAFT,-11.883353584447146,Financial Services,Insurance-Property & Casualty,609.0,2020
ANIP,-100.4526349822179,Healthcare,Drug Manufacturers-Specialty & Generic,338.0,2020
WTS,16.153716784392877,Industrials,Specialty Industrial Machinery,4800.0,2020
FORM,42.33310549100023,Technology,Semiconductors,1836.0,2020
TRUP,71.0318540702423,Financial Services,Insurance-Specialty,738.0,2020
STBA,-53.994264645637045,Financial Services,Banks-Regional,1201.0,2020
BKE,25.715155203895314,Consumer Cyclical,Apparel Retail,2800.0,2020
CWT,2.10467498603091,Utilities,Utilities-Regulated Water,1224.0,2020
GKOS,20.651713922979265,Healthcare,Medical Instruments & Supplies,600.0,2020
NTGR,31.082529474812436,Technology,Communication Equipment,803.0,2020
EGRX,-14.461931093151842,Healthcare,Drug Manufacturers-Specialty & Generic,108.0,2020
SXI,5.678152019615423,Industrials,Specialty Industrial Machinery,3800.0,2020
WDR,36.56212782850338,Financial Services,Asset Management,1162.0,2020
GWB,-47.823911955978005,Financial Services,Banks-Regional,1607.0,2020
FRGI,21.31537242472266,Consumer Cyclical,Restaurants,10480.0,2020
SWN,51.84049079754601,Energy,Oil & Gas E&P,923.0,2020
ASTE,32.04811336299225,Industrials,Farm & Heavy Construction Machinery,3582.0,2020
SAH,22.13195470211718,Consumer Cyclical,Auto & Truck Dealerships,9300.0,2020
PRFT,-5.542578042047142,Technology,Information Technology Services,3454.0,2020
ABTX,-6.316090311517579,Financial Services,Banks-Regional,598.0,2020
CHCT,2.7021452145214426,Real Estate,REIT-Healthcare Facilities,25.0,2020
SPSC,41.74866748667487,Technology,Software-Infrastructure,1363.0,2020
VRTU,17.134328358208954,Technology,Information Technology Services,22883.0,2020
WIRE,5.547826086956518,Industrials,Electrical Equipment & Parts,1380.0,2020
BIG,40.68391056554143,Consumer Defensive,Discount Stores,10500.0,2020
TILE,-73.27586206896551,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4110.0,2020
PLAY,-64.7453833240067,Consumer Cyclical,Restaurants,15908.0,2020
ADTN,38.225255972696246,Technology,Communication Equipment,1790.0,2020
SCVL,2.607278652906032,Consumer Cyclical,Apparel Retail,2200.0,2020
MYGN,-54.90196078431371,Healthcare,Diagnostics & Research,2700.0,2020
TWI,36.58536585365854,Industrials,Farm & Heavy Construction Machinery,6200.0,2020
XHR,-24.18604651162791,Real Estate,REIT-Hotel & Motel,48.0,2020
MLI,18.08480763830384,Industrials,Metal Fabrication,4964.0,2020
SXC,-17.365269461077848,Basic Materials,Coking Coal,1171.0,2020
KTB,11.28169341707374,Consumer Cyclical,Apparel Manufacturing,15100.0,2020
PMT,-30.838491840180083,Real Estate,REIT-Mortgage,1.0,2020
SM,-56.12244897959183,Energy,Oil & Gas E&P,530.0,2020
AEIS,30.40103492884864,Industrials,Electrical Equipment & Parts,10917.0,2020
AMN,2.587827092670242,Healthcare,Medical Care Facilities,3236.0,2020
FBP,-4.864253393665155,Financial Services,Banks-Regional,2674.0,2020
NFBK,-31.322314049586787,Financial Services,Banks-Regional,357.0,2020
UFPI,15.2212389380531,Basic Materials,Lumber & Wood Production,12000.0,2020
CATO,-74.91821155943292,Consumer Cyclical,Apparel Retail,10060.0,2020
USPH,1.0140273787392284,Healthcare,Medical Care Facilities,3200.0,2020
RMAX,-5.745856353591154,Real Estate,Real Estate Services,500.0,2020
HFWA,-6.661150186181214,Financial Services,Banks-Regional,857.0,2020
PBF,-274.48559670781896,Energy,Oil & Gas Refining & Marketing,3442.0,2020
BFS,-42.71676300578035,Real Estate,REIT-Retail,116.0,2020
SAFE,37.4860956618465,Real Estate,REIT-Diversified,0.0,2020
IIPR,49.40644431882419,Real Estate,REIT-Industrial,14.0,2020
OII,-43.46820809248555,Energy,Oil & Gas Equipment & Services,9100.0,2020
IRDM,28.691041027072277,Communication Services,Telecom Services,497.0,2020
EVTC,18.141916605705923,Technology,Software-Infrastructure,2300.0,2020
NP,-19.106344950848968,Basic Materials,Paper & Paper Products,2324.0,2020
MCRI,2.4000000000000004,Consumer Cyclical,Resorts & Casinos,2300.0,2020
THRM,29.039704524469073,Consumer Cyclical,Auto Parts,11000.0,2020
BBBY,27.03533026113672,Consumer Cyclical,Specialty Retail,55000.0,2020
HUBG,7.666783094655956,Industrials,Integrated Freight & Logistics,5000.0,2020
BCPC,3.8796938957109806,Basic Materials,Specialty Chemicals,1341.0,2020
ASIX,7.280832095096594,Basic Materials,Chemicals,1520.0,2020
VRTV,24.382384532760476,Industrials,Business Equipment & Supplies,8000.0,2020
TBK,19.21243523316063,Financial Services,Banks-Regional,1122.0,2020
FBNC,-4.722550177095615,Financial Services,Banks-Regional,1065.0,2020
AGYS,17.134115247322793,Technology,Software-Application,1275.0,2020
QNST,36.774036115178134,Communication Services,Advertising Agencies,592.0,2020
UIS,46.115427302996665,Technology,Information Technology Services,20800.0,2020
LMNX,5.967675093244914,Healthcare,Medical Instruments & Supplies,1257.0,2020
SENEA,5.900547228170364,Consumer Defensive,Packaged Foods,3200.0,2020
AXL,-14.925373134328373,Consumer Cyclical,Auto Parts,20000.0,2020
CEIX,-14.507042253521144,Energy,Thermal Coal,1792.0,2020
CHUY,6.118546845124275,Consumer Cyclical,Restaurants,9000.0,2020
HCI,16.25047294740824,Financial Services,Insurance-Property & Casualty,413.0,2020
ANF,20.38929440389295,Consumer Cyclical,Apparel Retail,8000.0,2020
NWN,-41.90678785534712,Utilities,Utilities-Regulated Gas,1200.0,2020
SLP,45.71809396867712,Healthcare,Health Information Services,129.0,2020
OFIX,-8.666164280331563,Healthcare,Medical Devices,1055.0,2020
RGNX,-0.9274287039183828,Healthcare,Biotechnology,257.0,2020
CLW,27.05638903259182,Basic Materials,Paper & Paper Products,3290.0,2020
