Ticker,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AGO,0.0,0.0,0.0,0.0,0.0,13.5739705134723,30.681370618353675,4.248120300751889,1.130369253956295,-107.63157894736844,64.93566176470588,-28.022598870056502,-10.045662100456623,-8.995080815179195,23.145400593471813,18.62254713351289,7.604994324631094,37.03997881916866,-14.880425155004428,7.027168234064779,17.258261933904528,-43.071161048689156
AGYS,0.0,-24.000000000000004,-10.236220472440952,-37.58169934640524,12.556053811659195,23.570595099183205,7.464324917672885,-26.642771804062132,-25.330687830687832,-254.7785547785548,60.81229418221734,-49.20071047957372,27.924528301886788,2.747909199522087,38.87372503950582,-4.050833995234311,-3.9039039039039096,4.440154440154432,20.765472312703576,16.31799163179916,30.342384887839437,17.134115247322793
AHH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.939655172413797,4.109589041095896,-1.8129770992366363,26.080988332189435,11.268512556342564,-2.347083926031295,18.147138964577668,-64.18979409131602
AIN,0.0,-10.193452380952388,23.04147465437788,-11.761858664085187,30.176991150442472,8.276450511945384,5.5586283185840655,-12.42783348526285,8.517520215633432,-172.2741433021807,55.431878895814776,16.040523427606587,2.4653979238754333,-5.908289241622574,30.253270247703874,9.002369044485395,6.621067031463735,26.73866090712742,22.78275020341741,-1.6338298894762182,9.562697576396213,4.672769504030608
AIR,0.0,-40.06334125098971,-68.59045504994451,-66.9902912621359,68.16053511705685,1.9823788546255476,51.356993736951985,18.362452894827005,21.66710491717066,-60.5649103747963,21.06179286335944,15.653440116490708,-39.74960876369325,-13.436830835117783,32.70260621206712,4.067674586033126,-9.014834537847094,36.42965204236005,18.57979129549504,-8.382431708623447,16.452328159645234,-20.486700622524033
AIT,0.0,22.470817120622566,5.63002680965146,1.5873015873015723,30.972338642078796,9.8905109489051,14.099139210448195,-61.53553781832004,15.506547208821504,-59.35517970401689,28.45491617580426,32.88177339901477,9.980096673301112,8.164722685074983,10.450193522102266,-10.857644220223724,0.1481847369720975,35.28619528619529,11.233480176211442,-36.72599184278829,11.515969410706253,18.5236593059937
AJRD,0.0,15.584415584415584,25.230333097094253,-43.6868686868687,28.505106778087274,42.91868605277329,-4.676056338028159,-42.867332382311,-28.301886792452834,-219.02173913043475,58.57142857142856,-8.317214700193418,3.5714285714285787,40.0,40.4550499445061,6.994535519125689,-7.279693486590041,8.356545961002785,41.955128205128204,21.94152710757876,13.556723609286022,-19.949320433079944
AKR,0.0,9.991111111111115,-4.72440944881891,12.398921832884097,36.64,17.791411042944787,19.900249376558612,14.748201438848927,-0.31237797735260386,-74.07147862648914,30.823947836395977,12.66447368421052,8.242303872889773,16.188197767145134,-5.275875956504239,20.54324071183266,-9.170437405731521,-4.345165238678097,-16.374269005847957,-3.3670033670033552,-10.798303123794835,-63.82838283828383
ALEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.090909090909085,19.482386772106388,0.38206826286296125,-8.354573775134511,32.471584577668814,-60.49026676279743,-44.28726877040262,-9.923664122137396,-30.041641879833442
ALG,0.0,16.23277182235835,-3.508771929824561,-14.693877551020416,21.690694626474446,40.72164948453608,-27.804878048780484,0.5967604433077602,-33.44370860927152,-26.02006688963211,26.82215743440232,35.478073328540624,3.639064240623841,10.845588235294116,44.04349975284231,-3.6746490503715963,13.531669865643,30.31537450722733,32.99370957738992,-48.771339886187285,31.397849462365595,10.311059907834096
ALGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4536403235843163,35.598105826641955,24.18910324358703,-3.980503655564583,12.748406449193858,25.119193570358263,29.37215477996965,39.41994279252313,-8.00810343800274,3.563701923076927,-11.147011308562197,-58.90041907802834,25.304527694782802,3.51954986507435
ALRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.091127098321351,41.96909809558031,28.23841059602649,26.007326007325997,-46.45101233418665,47.269235385908054
AMBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.972312703583064,4.326530612244893,-73.52732434350602,37.60000000000001,-30.913642052565717,6.032482598607884,12.285581826611027,-20.868584320360966
AMCX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0377860564129873,13.616161616161621,16.355894875935988,-1.0506507762270574,10.685591858596684,-39.07145586549484,-6.0465976331361,5.994897959183672,-59.34177215189873,-11.385083713850843
AMN,0.0,0.0,0.0,-38.379657007687754,5.011655011655009,-20.678818353236952,27.553083923154702,26.76107480029048,-50.72801397786836,-84.51536643026002,24.94481236203091,-41.693811074918564,-30.925507900677207,55.93073593073593,17.3469387755102,22.90816326530613,39.388083735909824,26.73602080624187,27.208121827411162,5.312389692905044,-3.9800995024875685,2.587827092670242
AMPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5142118863049,14.75755446240337,34.58197611292074,18.139293139293134,6.331658291457278,-17.98859512700883,-0.371549893842889
AMSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.76455368693402,-6.576402321083181,33.024841695080376,-4.2292710072342885,1.1428571428571388,23.397849462365595,9.761467889908257,32.196969696969695,2.337110481586407,20.039292730844785,18.187650360866083,-2.353896103896097,-7.1617569236196905,10.025745873087997,-16.261682242990656
AMWD,0.0,-13.223140495867758,62.548837209302334,-25.326315789473686,36.875567665758396,-42.742673992674,-67.32553448971359,25.328554360812426,-147.3047304730473,-15.085024684585846,23.526422764227636,17.848410757946205,-36.530014641288425,48.88569374550683,29.64836832785227,13.180019782393664,48.57464366091523,8.305647840531561,45.33589251439539,-143.98347701149424,33.068605875035885,-15.142287094403025
ANDE,0.0,12.313043478260873,13.120000000000012,20.47244094488189,19.584142293480305,29.01960784313725,41.155988857938716,-15.475347959424399,11.249999999999998,-176.39563106796115,36.52207591014717,25.777166437414035,11.177278973889134,5.547785547785537,47.123472019737584,-55.70191945803536,-42.20676572873853,34.42953020134229,-21.18780096308187,-14.084978253596523,-38.64715189873416,7.7111383108935145
ANF,0.0,-6.899999999999995,-12.363362231436101,-29.76539589442815,-12.666936462970451,44.8349307774228,23.105247008284763,4.653166738474789,0.5377016381142836,-244.99349804941482,48.78048780487805,45.2715599514142,-3.2145782145782,4.231811548884722,-51.929504709814665,-23.533519553072633,5.481481481481483,-118.66666666666666,33.39070567986231,-3.291770573566086,-25.332562174667455,20.38929440389295
ANGO,0.0,0.0,0.0,0.0,0.0,38.82618510158013,17.23462593027811,-30.805025593299217,-38.07773109243698,-48.06428049671293,15.264797507788169,-4.424202992843211,-9.351789331532746,-17.92538671519564,28.904428904428908,16.307206733298273,-58.52553542009885,32.898636633076464,3.217077570655443,13.512170889220066,-31.792629606495936,7.769591426657738
ANIK,0.0,-811.941635735313,-37.5,-13.232323232323234,88.91170431211499,-10.92896174863388,24.03763900769888,24.114544084400897,6.804123711340207,-261.5131578947369,46.52686762778506,5.397301349325343,29.081632653061227,7.444668008048293,72.16981132075472,18.335787923416785,-2.672955974842776,23.16176470588236,6.251159339640136,-98.51234751562035,26.730954676952745,-4.685510567863499
ANIP,0.0,-11.999999999999995,30.58823529411765,82.38805970149255,37.19806763285023,-4.744525547445251,-54.24657534246575,-69.31407942238268,8.73015873015872,-300.0,-10.344827586206906,6.707317073170725,-270.444134634535,47.0,93.07768924302789,60.66678489093811,-24.033240997229914,47.19564500164962,6.2063615205585725,-49.17814304753441,12.858764391113993,-100.4526349822179
APEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.969346598547994,-13.969732246798594,-2.4167561761546685,22.458410351201476,-11.267995570321153,11.364159190246143,-14.808787632221321,-80.38688876947879,35.72301425661915,2.9940119760479043,10.751932536893893,-8.032128514056222,25.83255524431996
APOG,0.0,13.953488372093023,56.54235145385588,-64.22746061892525,18.23788546255507,12.527964205816552,17.57090012330456,4.401864319005686,-11.221507890122744,-68.43629343629344,26.785714285714285,-2.15293244246473,-4.3230016313213655,42.636629119733,31.91311612364244,20.226575407127687,0.5745805561939784,25.728155339805824,-24.819593264815225,-52.46231155778893,-4.830769230769231,-3.177691309987031
ARCB,0.0,35.11742217367558,28.660652324774468,-16.204772902232488,23.045136681500317,36.77879260414346,8.035714285714281,-18.916666666666675,-74.20237010027347,-2.258385918299567,20.523275569147124,17.797228300510586,-32.589517384535554,-89.73821989528795,68.76484560570071,26.051326288548626,-74.19354838709677,25.750452079565996,11.608391608391605,-3.7653239929947437,-36.30434782608694,47.46880150694608
ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4446914952751434,-8.073394495412845,-25.133282559025123,9.303758471965494,-7.446153846153851,-2.8117359413202987,4.062681369704,4.33212996389892,5.636856368563682,-9.063625450180082,0.4920721705850184,-55.44217687074832
ARLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.82914572864322,-70.78384798099763,50.23310023310024
ARNC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.603996069439894
AROC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545454545454,-39.047619047619044,-24.165554072096135,5.976095617529877,10.21505376344087
ARR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4362050163576982,-13.575757575757565,11.651728553136994,-10.921985815602845,-11.437403400309123,-79.05236907730674,-11.684782608695656,84.78860294117648,10.142923005993557,18.27371695178849,-14.195121951219514,-17.627308337996634,-76.85950413223142
ASIX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.53748870822042,38.935108153078204,-62.11996713229253,-58.51703406813626,7.280832095096594
ASTE,0.0,-80.06065200909781,1.4522821576763543,-27.995971802618342,26.016260162601633,21.26670540383498,47.09124311083894,-9.544159544159548,3.1728959397687544,1.46824130226619,8.797327394209358,23.202715211354512,6.55076063334368,-1.3788968824940073,8.56847010095781,5.367590943780207,12.62899262899263,44.707975096353394,-19.623931623931632,-106.69095727061939,11.857142857142849,32.04811336299225
ATI,0.0,-31.48614609571787,-0.5970149253731428,-159.06902086677366,65.43116490166415,56.62205814490079,33.48115299334811,42.820908689898545,-19.78009259259258,-175.32314923619273,50.65892338619612,25.969554186299384,-36.38075313807532,-49.505928853754945,11.170362054448509,9.577221742881799,-153.6,41.11738857501569,9.983429991714997,-23.8401469912724,-32.575024201355276,-1.4705882352941175
ATNI,0.0,11.15498519249754,21.90812720848056,11.870967741935482,43.31550802139038,13.292307692307691,23.651551312649165,-33.105802047781566,11.071640023682658,-18.606403013182664,60.87352138307553,-26.210176558733462,4.353393085787442,1.6889131026968058,23.49301750044193,13.818612220742718,15.083727470279939,3.9186322226382138,-45.29496923633733,17.013840346707674,-34.64524282361437,-20.587622421337766
AVA,0.0,-43.3170731707317,-30.090497737556564,-18.42560553633217,39.84547461368654,-1.0186757215619677,0.225861095426308,24.49624654286843,-16.759517177344474,-3.973168214654281,11.811023622047248,9.502664298401424,12.038834951456316,-5.101617586063876,8.265342319971628,18.444130127298454,-4.975968334746975,7.401850462615656,24.956302194600894,-18.54990583804144,12.97567061759202,-27.828054298642535
AVAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.107438016528924,37.489812550937245,-27.441540577716662,-26.984718598583683,10.390848427073403,-28.196872125115007,25.703500343170905,-9.43119266055046,13.165931455717676,4.919865821841211,53.36538461538461,24.4150110375276,-25.78555231616455,20.2752842609216
AVD,0.0,46.25796178343949,33.79120879120878,11.166365280289341,43.41789052069426,-5.954323001631315,-53.06382978723404,-62.32704402515722,3.6311239193083718,-30.683760683760685,-71.20481927710843,11.124121779859477,37.85607196401799,51.625362085613126,-39.56360642239605,-100.0,20.199857244825125,41.20104438642297,12.468193384223916,-39.236339697169186,10.015408320493064,-15.37986411365039
AWR,0.0,9.84273318872018,10.185979971387702,-56.37149028077756,8.439999999999998,1.9230769230769231,15.74675324675325,18.436043500776794,-4.0074309978768525,-4.669496664645259,2.372211239762769,3.626341746446185,2.5787965616045803,24.614422676115037,-75.94848590323701,24.58842272968667,5.50655542312277,0.35118525021949887,24.39993092730098,17.63126491646779,21.837488457987074,-12.514292974209134
AX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.907863383637807,-0.26420079260237217,23.0327868852459
AXL,0.0,-98.41269841269842,59.775491113189894,-15.2860802732707,37.72884710539337,-26.418786692759287,-46.48117839607204,2.106371774618213,-11.600429645542427,-654.6712802768166,86.40897755610972,27.29393468118196,-44.590495449949444,-7.67857142857144,42.88508557457212,17.57414785303231,-28.563885955649422,33.575129533678755,-19.788608338226645,-59.009009009009006,-37.36059479553903,-14.925373134328373
AZZ,0.0,40.44242768009075,14.577397910731246,-51.36876006441224,11.235955056179774,4.000000000000002,10.03325942350332,51.9140625,-41.19929453262786,-34.581673306772906,31.49847094801224,24.818795301174706,11.773767605633791,-27.73874577153267,12.423250102333197,10.890878090366579,24.077739787655215,19.43661971830986,-16.536203522504884,-12.73538156590684,2.6115342763873834,13.700062748379008
B,0.0,26.76056338028168,22.96790329303876,-18.42751842751843,41.03992571959146,-17.84232365145227,22.272727272727277,-74.11494252873561,35.84905660377358,-83.72413793103448,33.136094674556205,22.39961296565071,17.793446702613018,-12.600178094390019,37.61419994779432,-1.1618481491488781,2.938683243854194,31.44242935470266,23.929192350244982,-22.696754942185766,4.648160103292451,-22.541222114451998
BANC,0.0,0.0,0.0,7.911957168352162,29.166666666666664,19.63436928702011,4.22638735758913,1.804402742692169,-51.83964854475561,-76.47668393782384,-50.841121495327116,50.03767897513187,-35.99999999999999,1.222493887530565,12.30425055928412,-10.723626852659098,29.890560875512996,12.96829971181557,23.4866828087167,-48.009015777610806,15.133876600698484,-6.8988613529805844
BANF,0.0,28.823381204333582,-15.994236311239183,25.319148936170212,21.748917748917755,29.285895163332494,2.8607594936708924,-53.99999999999999,-13.582263710618436,14.909297052154196,3.833693304535642,2.160718621024522,-8.044752264251473,5.19357884796979,27.04245451302177,14.76573592049219,1.6376663254861836,39.88178398710371,-84.4574780058651,-11.723446893787578,14.029468289557972,1.2303485987696614
BANR,0.0,13.114754098360656,2.247191011235949,-6.456776947705448,29.821073558648116,17.120872074382813,5.192307692307695,27.40189445196212,-49.11242603550297,-174.49521785334747,-17.53731343283581,-27.58620689655173,86.23906705539359,36.0885128538887,32.619366354306116,14.388656438865654,11.949411251635405,25.64056620677298,-1.8142235123367199,-1.6080777860882696,3.6225481533839976,-11.700975081256768
BBBY,0.0,-21.492403932082226,21.651917404129794,-0.14480162177815567,22.722029988465977,-1.883002761737384,-11.45228215767635,1.8110236220472566,-43.552228649200394,-26.671911880409127,39.83423983423983,21.261444557477102,17.198550974642053,-8.567340368449305,26.89912826899128,16.174346855717474,-54.963730569948176,-6.2253937007874045,-83.49249658935882,-103.88692579505299,12.774566473988443,27.03533026113672
BCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.128900949796462,17.927321668909826,-58.401880141010565,8.177777777777777,37.84461152882205,-86.37316561844864,24.801532986586373,24.077181208053684
BCEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.27383951061533,28.962502875546352,-69.625,-394.876660341556,-179.41176470588235,91.51866618339979,-35.510401548137395,1.2425021422450693,18.247191011235948
BCOR,0.0,-1484.1248303934872,-157.60975609756107,75.500059178601,52.27765726681128,28.180862250262877,-82.84275755228505,-15.114578254509983,-23.617021276595732,-25.96026490066225,6.534422403733961,-11.686746987951793,25.568698817106466,21.642266072565246,49.039780521262,-84.90974729241877,-37.95918367346937,41.49152542372881,31.674208144796385,8.408408408408416,-12.892119357306814,-65.93083149374542
BCPC,0.0,41.509433962264154,33.95784543325527,17.901234567901238,0.0,33.698472182185064,20.831935592083187,12.967289719626162,31.411974977658623,17.42272179847451,33.36317517159057,42.65010351966874,16.99555994079921,-3.8134430727023334,36.286201022146514,18.187274909963982,12.878289473684209,33.102955195424215,-5.756823821339951,-0.8296107211231726,18.31152218833022,3.8796938957109806
BDN,0.0,20.83131947800871,2.230659705742757,3.3470884915176544,25.289503175196117,5.886355903368494,0.7524184879971367,5.4135338345864685,-94.42275515895147,-144.09857328145264,47.631578947368425,3.605150214592274,-22.105263157894733,12.715340442986045,9.652235628105036,10.826032540675849,-21.595900439238648,22.289521502119936,11.489829576690488,-39.39393939393941,4.444444444444439,-27.510204081632644
BEAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.288032454361043,-281.8181818181818,-29.48717948717949,-83.54430379746833,-38.15789473684211,71.66246851385391,27.318045862412752,15.410958904109581,57.762863534675624,22.90969899665551,42.81647689216343,-55.11879049676025,22.68057531215426
BELFB,0.0,38.23529411764706,-50.459081836327336,-31.041355256601893,39.25835121054245,-6.126072802604321,-4.3710691823899275,-7.042253521126769,-10.966860266484446,-27.73584905660377,29.083294555607253,20.627615062761507,-16.319999999999993,-3.5294117647058707,12.576255279211637,29.882955376737375,-36.032388663967616,50.90614886731392,-26.290706910246232,-11.56351791530944,-12.585365853658528,-0.46403712296984834
BFS,0.0,20.0859291084855,17.56440281030445,11.680672268907568,22.74154168119987,28.052287581699346,7.47922437673131,32.958869360391375,-0.9170877784016507,-29.69620253164556,0.1831501831501684,24.730728616684267,-33.6815358554489,16.70951156812339,10.43368950345694,18.517223290785097,-11.351667641895844,23.63008557273683,-2.8178137651821893,-15.90427784836933,-0.3410382720727543,-42.71676300578035
BGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.28501469147892,-83.7037037037037,49.455337690631815,34.59577567370721,44.2044038221853,19.957612151183323,6.5172515482158575,-9.598662207357874,14.791547687035989,16.84931506849314,-26.173541963015655,-14.147353856796954,-48.6893474623536,44.92455418381345
BHE,0.0,-11.657801418439728,-53.00632911392405,11.47941381716678,6.636024130996845,-3.108504398826965,4.936068986024393,-49.95894909688014,-27.749576988155656,-38.84103367267033,37.916446324695926,-0.3303964757709181,-40.97995545657014,-3.4897713598074502,23.91681109185442,10.652515723270444,-17.223028543783254,31.147540983606557,-5.154639175257731,-36.68555240793201,26.01862630966239,-11.724137931034484
BHLB,0.0,20.253968253968253,16.049382716049383,9.978768577494698,37.15469613259669,-1.7496635262449494,-5.5223880597014965,1.0161386730424489,-30.65384615384615,22.974724562540505,-13.733075435203093,25.146992311171413,4.28120775123931,5.19698239731768,11.257792445911258,8.252063015753935,14.462384060460327,24.613297150610585,3.2786885245901716,-40.711902113459416,17.122871046228717,-51.83387270765911
BIG,0.0,-34.05456255879585,-24.999999999999993,18.97203325774754,12.033779028852926,-16.488046166529266,6.244796003330558,41.66666666666667,-62.16385240775484,-19.806763285024147,53.58868184955142,6.730137885751808,15.8103813559322,-38.75614898102601,0.4335707649427085,33.058470764617695,-19.12298910223144,22.764389563831905,10.952804986642919,-110.16597510373443,-9.818941504178275,40.68391056554143
BJRI,0.0,54.45544554455446,42.19653179190752,25.507246376811604,54.42359249329759,6.785714285714281,32.23972003499562,-25.086590796635328,-25.461254612546103,-60.25998142989788,41.05151354221986,40.33305108664973,22.043248014121804,-52.06686930091187,-2.929813264649067,43.51722764389564,-1.8863584080975393,-9.134860050890595,2.335164835164839,25.350998615780107,-31.269757639620643,-19.208870242733006
BKE,0.0,10.64920273348519,8.161434977578477,-10.666666666666675,25.056433408577867,12.711864406779661,11.259305210918122,30.678466076696164,-1.7575757575757522,-90.60494958753439,27.76639344262296,19.671697114111737,12.527526302911665,2.2625448028673794,10.99695585996956,15.613099771515618,-65.00974658869396,-24.649122807017548,10.947368421052637,-3.671147880041369,35.76183431952662,25.715155203895314
BKU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.922237380627575,6.260229132569563,18.286755771567446,-7.352433551950302,23.294509151414314,10.586362430352866,6.188605108055,-37.07414829659318,7.521881838074399,2.395740905057682
BLMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.179028132992319,22.657226155768434,7.22940226171245,-46.329188869153334,2.0521353300055516,19.821930646672918,-23.141419787590838,16.492976891708203,-10.537519957424164
BMI,0.0,-33.69565217391305,-19.259919750334376,29.09657320872274,16.120576671035383,-15.153538050734308,24.108053007135577,-87.2924187725632,35.59510567296997,-31.116471399035138,40.75841285786037,14.54093170511081,-39.27964661909617,32.208394853406446,9.192660550458712,14.170176916596466,-2.167605393411838,-51.096075778078465,19.351464435146447,2.052428368217838,18.697058370552913,34.22430114712106
BNED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.7386934673367,3.923278116826513,-21.96601941747573,-65.83541147132172,-33.95784543325528,8.510638297872337
BOOM,0.0,-100.0,62.0253164556962,-51.32408575031526,19.732441471571917,76.19635944320895,59.460359760159896,-34.62633451957294,49.84719864176571,-177.47281201450025,39.45137157107232,27.29286663712893,0.15166835187058206,-58.99280575539569,23.55105795768168,-36.26716604244694,-102.57510729613732,61.45110410094637,36.32734530938124,34.79498861047836,23.186470850022243,12.507843547375034
BOOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.681318681318693,-64.19853539462979,51.43769968051119,34.67790487658037,-2.935995302407516,47.383786211542784,-1.4993954050785911
BPFH,0.0,56.61468812877264,22.972360670593567,-7.15005035246728,27.495974235104665,8.48420305289315,8.481262327416179,-8.259482453030834,-6.7946824224520075,-233.7719298245614,18.37088388214904,-9.465648854961833,15.491183879093203,8.65704772475027,26.703645007923924,8.760207869339283,2.9982363315696636,37.462235649546834,-6.796116504854374,-45.6953642384106,3.574397339983373,-42.14463840399004
